,Kenteken,Voertuigsoort,Merk,Datum eerste toelating DT,Datum
58053,97BRX8,Bedrijfsauto,MERCEDES-BENZ,09/14/2021 12:00:00 AM,2021-09-14
58054,97BRX9,Bedrijfsauto,DAF,09/30/2021 12:00:00 AM,2021-09-30
58058,97BRZ1,Bus,EBUSCO,07/15/2021 12:00:00 AM,2021-07-15
58059,97BRZ2,Bedrijfsauto,MAN,09/14/2021 12:00:00 AM,2021-09-14
58060,97BRZ3,Bedrijfsauto,MAN,09/16/2021 12:00:00 AM,2021-09-16
58062,97BRZ5,Bedrijfsauto,DAF,09/21/2021 12:00:00 AM,2021-09-21
58063,97BRZ6,Bedrijfsauto,MERCEDES-BENZ,09/23/2021 12:00:00 AM,2021-09-23
58064,97BRZ7,Bedrijfsauto,VOLVO,10/04/2021 12:00:00 AM,2021-10-04
58065,97BRZ8,Bedrijfsauto,MERCEDES-BENZ,11/10/2021 12:00:00 AM,2021-11-10
58066,97BRZ9,Bedrijfsauto,DAF,09/29/2021 12:00:00 AM,2021-09-29
58072,97BSB2,Bedrijfsauto,SCANIA,10/12/2021 12:00:00 AM,2021-10-12
58073,97BSB3,Bedrijfsauto,IVECO,10/07/2021 12:00:00 AM,2021-10-07
58074,97BSB4,Bedrijfsauto,BMC,10/07/2021 12:00:00 AM,2021-10-07
58075,97BSB5,Bedrijfsauto,DAF,10/08/2021 12:00:00 AM,2021-10-08
58076,97BSB6,Bedrijfsauto,DAF,10/25/2021 12:00:00 AM,2021-10-25
58077,97BSB7,Bedrijfsauto,DAF,10/13/2021 12:00:00 AM,2021-10-13
58078,97BSB8,Bedrijfsauto,RENAULT,11/03/2021 12:00:00 AM,2021-11-03
58079,97BSB9,Bedrijfsauto,DAF,11/26/2021 12:00:00 AM,2021-11-26
58088,97BSF2,Bedrijfsauto,MERCEDES-BENZ,10/21/2021 12:00:00 AM,2021-10-21
58091,97BSF6,Bedrijfsauto,DAF,12/27/2021 12:00:00 AM,2021-12-27
58092,97BSF7,Bedrijfsauto,MAN,11/01/2021 12:00:00 AM,2021-11-01
58093,97BSF9,Bedrijfsauto,VOLVO,11/08/2021 12:00:00 AM,2021-11-08
58100,97BSG1,Bedrijfsauto,DAF,11/23/2021 12:00:00 AM,2021-11-23
58101,97BSG2,Bedrijfsauto,VOLVO,11/29/2021 12:00:00 AM,2021-11-29
58103,97BSG4,Bedrijfsauto,VOLVO,11/15/2021 12:00:00 AM,2021-11-15
58106,97BSG8,Bedrijfsauto,STX,11/19/2021 12:00:00 AM,2021-11-19
58112,97BSH1,Bedrijfsauto,DAF,12/01/2021 12:00:00 AM,2021-12-01
58114,97BSH3,Bus,SOLARIS,12/28/2021 12:00:00 AM,2021-12-28
58124,97BSJ3,Bedrijfsauto,SPIERINGS,12/16/2021 12:00:00 AM,2021-12-16
58128,97BSJ7,Bedrijfsauto,VOLVO,12/23/2021 12:00:00 AM,2021-12-23
58129,97BSJ8,Bedrijfsauto,VOLVO,12/27/2021 12:00:00 AM,2021-12-27
58130,97BSJ9,Bedrijfsauto,MAN,11/01/2021 12:00:00 AM,2021-11-01
58155,97BSL8,Bedrijfsauto,SCANIA,03/23/2021 12:00:00 AM,2021-03-23
76618,97MNLN,Motorfiets,PIAGGIO,11/23/2021 12:00:00 AM,2021-11-23
76619,97MNLP,Motorfiets,HARLEY DAVIDSON,01/02/2021 12:00:00 AM,2021-01-02
76632,97MNNL,Motorfiets,SUZUKI,01/05/2021 12:00:00 AM,2021-01-05
76639,97MNNX,Motorfiets,HUSQVARNA,01/12/2021 12:00:00 AM,2021-01-12
76641,97MNPB,Motorfiets,SUZUKI,01/12/2021 12:00:00 AM,2021-01-12
76648,97MNPN,Motorfiets,BMW,01/23/2021 12:00:00 AM,2021-01-23
76651,97MNPS,Motorfiets,KTM,01/26/2021 12:00:00 AM,2021-01-26
76654,97MNPX,Motorfiets,MV AGUSTA,02/20/2021 12:00:00 AM,2021-02-20
76657,97MNRF,Motorfiets,KAWASAKI,02/12/2021 12:00:00 AM,2021-02-12
76659,97MNRH,Motorfiets,KTM,02/11/2021 12:00:00 AM,2021-02-11
76663,97MNRN,Motorfiets,YAMAHA,02/19/2021 12:00:00 AM,2021-02-19
76665,97MNRR,Motorfiets,KTM,02/25/2021 12:00:00 AM,2021-02-25
76667,97MNRT,Motorfiets,SUZUKI,03/05/2021 12:00:00 AM,2021-03-05
76668,97MNRV,Motorfiets,KAWASAKI,02/25/2021 12:00:00 AM,2021-02-25
76669,97MNRX,Motorfiets,KAWASAKI,03/03/2021 12:00:00 AM,2021-03-03
76671,97MNSF,Motorfiets,MOTO GUZZI,03/06/2021 12:00:00 AM,2021-03-06
76674,97MNSJ,Motorfiets,BMW,03/03/2021 12:00:00 AM,2021-03-03
76675,97MNSK,Motorfiets,APRILIA,03/11/2021 12:00:00 AM,2021-03-11
76677,97MNSN,Motorfiets,BMW,03/09/2021 12:00:00 AM,2021-03-09
76678,97MNSP,Motorfiets,YAMAHA,03/04/2021 12:00:00 AM,2021-03-04
76683,97MNSZ,Motorfiets,KAWASAKI,03/13/2021 12:00:00 AM,2021-03-13
76685,97MNTD,Motorfiets,BMW,03/12/2021 12:00:00 AM,2021-03-12
76686,97MNTF,Motorfiets,KTM,05/11/2021 12:00:00 AM,2021-05-11
76688,97MNTH,Motorfiets,HONDA,03/13/2021 12:00:00 AM,2021-03-13
76689,97MNTJ,Motorfiets,DUCATI,03/19/2021 12:00:00 AM,2021-03-19
76691,97MNTL,Motorfiets,HUSQVARNA,03/18/2021 12:00:00 AM,2021-03-18
76693,97MNTP,Motorfiets,KAWASAKI,03/23/2021 12:00:00 AM,2021-03-23
76694,97MNTR,Motorfiets,KTM,04/03/2021 12:00:00 AM,2021-04-03
76695,97MNTS,Motorfiets,KTM,05/07/2021 12:00:00 AM,2021-05-07
76697,97MNTV,Motorfiets,BMW,03/24/2021 12:00:00 AM,2021-03-24
76700,97MNVB,Motorfiets,HONDA,03/31/2021 12:00:00 AM,2021-03-31
76702,97MNVF,Motorfiets,HONDA,03/30/2021 12:00:00 AM,2021-03-30
76704,97MNVH,Motorfiets,BMW,04/01/2021 12:00:00 AM,2021-04-01
76705,97MNVJ,Motorfiets,TRIUMPH,04/08/2021 12:00:00 AM,2021-04-08
76706,97MNVK,Motorfiets,BMW,04/02/2021 12:00:00 AM,2021-04-02
76707,97MNVL,Motorfiets,KTM,04/02/2021 12:00:00 AM,2021-04-02
76708,97MNVN,Motorfiets,BMW,04/02/2021 12:00:00 AM,2021-04-02
76709,97MNVP,Motorfiets,HONDA,04/02/2021 12:00:00 AM,2021-04-02
76711,97MNVS,Motorfiets,KTM,05/03/2021 12:00:00 AM,2021-05-03
76713,97MNVV,Motorfiets,HONDA,04/08/2021 12:00:00 AM,2021-04-08
76714,97MNVX,Motorfiets,KAWASAKI,04/23/2021 12:00:00 AM,2021-04-23
76715,97MNVZ,Motorfiets,KAWASAKI,04/09/2021 12:00:00 AM,2021-04-09
76721,97MNXJ,Motorfiets,KAWASAKI,04/14/2021 12:00:00 AM,2021-04-14
76723,97MNXL,Motorfiets,DUCATI,04/22/2021 12:00:00 AM,2021-04-22
76724,97MNXN,Motorfiets,YAMAHA,04/17/2021 12:00:00 AM,2021-04-17
76725,97MNXP,Motorfiets,KAWASAKI,04/15/2021 12:00:00 AM,2021-04-15
76734,97MNZG,Motorfiets,YAMAHA,04/22/2021 12:00:00 AM,2021-04-22
76738,97MNZL,Motorfiets,YAMAHA,04/28/2021 12:00:00 AM,2021-04-28
76739,97MNZN,Motorfiets,HONDA,04/24/2021 12:00:00 AM,2021-04-24
76740,97MNZP,Motorfiets,BMW,04/29/2021 12:00:00 AM,2021-04-29
76741,97MNZR,Motorfiets,KAWASAKI,05/14/2021 12:00:00 AM,2021-05-14
76743,97MNZT,Motorfiets,YAMAHA,04/29/2021 12:00:00 AM,2021-04-29
76744,97MNZV,Motorfiets,BMW,04/30/2021 12:00:00 AM,2021-04-30
76746,97MNZZ,Motorfiets,YAMAHA,05/12/2021 12:00:00 AM,2021-05-12
76748,97MPBB,Motorfiets,KAWASAKI,05/04/2021 12:00:00 AM,2021-05-04
76749,97MPBD,Motorfiets,PIAGGIO,05/11/2021 12:00:00 AM,2021-05-11
76750,97MPBF,Motorfiets,ROYAL ENFIELD,05/07/2021 12:00:00 AM,2021-05-07
76751,97MPBG,Motorfiets,BMW,05/11/2021 12:00:00 AM,2021-05-11
76753,97MPBJ,Motorfiets,BMW,05/07/2021 12:00:00 AM,2021-05-07
76754,97MPBK,Motorfiets,HONDA,05/22/2021 12:00:00 AM,2021-05-22
76756,97MPBN,Motorfiets,APRILIA,05/10/2021 12:00:00 AM,2021-05-10
76758,97MPBR,Motorfiets,KAWASAKI,05/11/2021 12:00:00 AM,2021-05-11
76759,97MPBS,Motorfiets,MOTO GUZZI,05/15/2021 12:00:00 AM,2021-05-15
76762,97MPBZ,Motorfiets,HARLEY DAVIDSON,06/03/2021 12:00:00 AM,2021-06-03
76763,97MPDB,Motorfiets,HONDA,05/20/2021 12:00:00 AM,2021-05-20
76765,97MPDF,Motorfiets,SUZUKI,05/25/2021 12:00:00 AM,2021-05-25
76766,97MPDG,Motorfiets,APRILIA,06/02/2021 12:00:00 AM,2021-06-02
76767,97MPDH,Motorfiets,TM RACING,05/25/2021 12:00:00 AM,2021-05-25
76768,97MPDJ,Motorfiets,HARLEY DAVIDSON,06/05/2021 12:00:00 AM,2021-06-05
76771,97MPDN,Motorfiets,KAWASAKI,05/21/2021 12:00:00 AM,2021-05-21
76774,97MPDS,Motorfiets,TRIUMPH,05/28/2021 12:00:00 AM,2021-05-28
76777,97MPDX,Motorfiets,BMW,05/28/2021 12:00:00 AM,2021-05-28
76778,97MPDZ,Motorfiets,KTM,06/25/2021 12:00:00 AM,2021-06-25
76779,97MPFB,Motorfiets,YAMAHA,05/29/2021 12:00:00 AM,2021-05-29
76781,97MPFF,Motorfiets,YAMAHA,05/28/2021 12:00:00 AM,2021-05-28
76783,97MPFH,Motorfiets,HARLEY DAVIDSON,07/02/2021 12:00:00 AM,2021-07-02
76784,97MPFJ,Motorfiets,ROYAL ENFIELD,05/29/2021 12:00:00 AM,2021-05-29
76786,97MPFL,Motorfiets,TRIUMPH,06/10/2021 12:00:00 AM,2021-06-10
76787,97MPFN,Motorfiets,HONDA,06/10/2021 12:00:00 AM,2021-06-10
76789,97MPFR,Motorfiets,HONDA,06/04/2021 12:00:00 AM,2021-06-04
76792,97MPFX,Motorfiets,HONDA,06/24/2021 12:00:00 AM,2021-06-24
76793,97MPGD,Motorfiets,YAMAHA,06/11/2021 12:00:00 AM,2021-06-11
76794,97MPGF,Motorfiets,HONDA,06/15/2021 12:00:00 AM,2021-06-15
76802,97MPGR,Motorfiets,HARLEY DAVIDSON,06/24/2021 12:00:00 AM,2021-06-24
76803,97MPGS,Motorfiets,YAMAHA,06/19/2021 12:00:00 AM,2021-06-19
76805,97MPGV,Motorfiets,BMW,07/05/2021 12:00:00 AM,2021-07-05
76808,97MPHB,Motorfiets,YAMAHA,06/19/2021 12:00:00 AM,2021-06-19
76809,97MPHF,Motorfiets,KAWASAKI,07/09/2021 12:00:00 AM,2021-07-09
76810,97MPHG,Motorfiets,KTM,06/26/2021 12:00:00 AM,2021-06-26
76811,97MPHH,Motorfiets,KTM,06/23/2021 12:00:00 AM,2021-06-23
76812,97MPHJ,Motorfiets,HONDA,06/23/2021 12:00:00 AM,2021-06-23
76814,97MPHL,Motorfiets,YAMAHA,06/30/2021 12:00:00 AM,2021-06-30
76816,97MPHP,Motorfiets,SUZUKI,07/13/2021 12:00:00 AM,2021-07-13
76817,97MPHR,Motorfiets,BMW,06/28/2021 12:00:00 AM,2021-06-28
76818,97MPHS,Motorfiets,YAMAHA,07/02/2021 12:00:00 AM,2021-07-02
76819,97MPHT,Motorfiets,BMW,06/30/2021 12:00:00 AM,2021-06-30
76822,97MPHZ,Motorfiets met zijspan,URAL,07/02/2021 12:00:00 AM,2021-07-02
76823,97MPJB,Motorfiets,CFMOTO,07/09/2021 12:00:00 AM,2021-07-09
76826,97MPJG,Motorfiets,PIAGGIO,07/06/2021 12:00:00 AM,2021-07-06
76829,97MPJL,Motorfiets,YAMAHA,07/14/2021 12:00:00 AM,2021-07-14
76830,97MPJN,Motorfiets,KTM,07/12/2021 12:00:00 AM,2021-07-12
76833,97MPJT,Motorfiets,TRIUMPH,07/13/2021 12:00:00 AM,2021-07-13
76836,97MPJZ,Motorfiets,HONDA,07/14/2021 12:00:00 AM,2021-07-14
76838,97MPKD,Motorfiets,ROYAL ENFIELD,07/22/2021 12:00:00 AM,2021-07-22
76839,97MPKF,Motorfiets,DUCATI,07/17/2021 12:00:00 AM,2021-07-17
76843,97MPKK,Motorfiets,HARLEY DAVIDSON,07/23/2021 12:00:00 AM,2021-07-23
76844,97MPKL,Motorfiets,HONDA,07/27/2021 12:00:00 AM,2021-07-27
76845,97MPKN,Motorfiets,KAWASAKI,07/23/2021 12:00:00 AM,2021-07-23
76848,97MPKS,Motorfiets,PIAGGIO,08/06/2021 12:00:00 AM,2021-08-06
76849,97MPKT,Motorfiets,YAMAHA,08/10/2021 12:00:00 AM,2021-08-10
76851,97MPKX,Motorfiets,KAWASAKI,07/30/2021 12:00:00 AM,2021-07-30
76853,97MPLB,Motorfiets,SUZUKI,07/31/2021 12:00:00 AM,2021-07-31
76855,97MPLF,Motorfiets,YAMAHA,08/04/2021 12:00:00 AM,2021-08-04
76857,97MPLH,Motorfiets,KAWASAKI,08/05/2021 12:00:00 AM,2021-08-05
76860,97MPLL,Motorfiets,MOTO GUZZI,08/19/2021 12:00:00 AM,2021-08-19
76863,97MPLR,Motorfiets,HONDA,08/18/2021 12:00:00 AM,2021-08-18
76865,97MPLT,Motorfiets,KAWASAKI,09/09/2021 12:00:00 AM,2021-09-09
76866,97MPLV,Motorfiets,SUZUKI,08/19/2021 12:00:00 AM,2021-08-19
76868,97MPLZ,Motorfiets,KAWASAKI,08/19/2021 12:00:00 AM,2021-08-19
76869,97MPNB,Motorfiets,HARLEY DAVIDSON,08/20/2021 12:00:00 AM,2021-08-20
76870,97MPND,Motorfiets,HARLEY DAVIDSON,08/27/2021 12:00:00 AM,2021-08-27
76871,97MPNF,Motorfiets,YAMAHA,08/24/2021 12:00:00 AM,2021-08-24
76872,97MPNH,Motorfiets,YAMAHA,08/26/2021 12:00:00 AM,2021-08-26
76873,97MPNJ,Motorfiets,SUZUKI,08/28/2021 12:00:00 AM,2021-08-28
76875,97MPNL,Motorfiets,APRILIA,08/28/2021 12:00:00 AM,2021-08-28
76878,97MPNR,Motorfiets,KAWASAKI,09/04/2021 12:00:00 AM,2021-09-04
76882,97MPNX,Motorfiets,SUZUKI,09/03/2021 12:00:00 AM,2021-09-03
76885,97MPPD,Motorfiets,KAWASAKI,09/08/2021 12:00:00 AM,2021-09-08
76887,97MPPG,Motorfiets,YAMAHA,09/17/2021 12:00:00 AM,2021-09-17
76889,97MPPJ,Motorfiets,DUCATI,09/14/2021 12:00:00 AM,2021-09-14
76895,97MPPS,Motorfiets,SUZUKI,09/20/2021 12:00:00 AM,2021-09-20
76898,97MPPX,Motorfiets,HONDA,09/29/2021 12:00:00 AM,2021-09-29
76899,97MPPZ,Motorfiets,ROYAL ENFIELD,10/08/2021 12:00:00 AM,2021-10-08
76900,97MPRB,Motorfiets,YAMAHA,09/25/2021 12:00:00 AM,2021-09-25
76904,97MPRH,Motorfiets,HONDA,09/29/2021 12:00:00 AM,2021-09-29
76905,97MPRJ,Motorfiets,SUZUKI,10/05/2021 12:00:00 AM,2021-10-05
76907,97MPRL,Motorfiets,YAMAHA,10/02/2021 12:00:00 AM,2021-10-02
76909,97MPRP,Motorfiets,KTM,10/21/2021 12:00:00 AM,2021-10-21
76911,97MPRS,Motorfiets,KAWASAKI,10/08/2021 12:00:00 AM,2021-10-08
76913,97MPRV,Motorfiets,TRIUMPH,10/16/2021 12:00:00 AM,2021-10-16
76914,97MPRX,Motorfiets,YAMAHA,10/14/2021 12:00:00 AM,2021-10-14
76916,97MPSB,Motorfiets,HONDA,10/21/2021 12:00:00 AM,2021-10-21
76917,97MPSF,Motorfiets,YAMAHA,10/15/2021 12:00:00 AM,2021-10-15
76922,97MPSL,Motorfiets,BMW,10/27/2021 12:00:00 AM,2021-10-27
76923,97MPSN,Motorfiets,SYM,10/27/2021 12:00:00 AM,2021-10-27
76924,97MPSP,Motorfiets,HARLEY DAVIDSON,10/30/2021 12:00:00 AM,2021-10-30
76926,97MPST,Motorfiets,KTM,10/28/2021 12:00:00 AM,2021-10-28
76927,97MPSV,Motorfiets,HONDA,10/28/2021 12:00:00 AM,2021-10-28
76930,97MPTB,Motorfiets,HARLEY DAVIDSON,11/17/2021 12:00:00 AM,2021-11-17
76942,97MPTT,Motorfiets,YAMAHA,12/04/2021 12:00:00 AM,2021-12-04
76945,97MPTZ,Motorfiets,KAWASAKI,12/10/2021 12:00:00 AM,2021-12-10
76947,97MPVF,Motorfiets,KTM,03/19/2021 12:00:00 AM,2021-03-19
76950,97MPVJ,Motorfiets,BMW,12/15/2021 12:00:00 AM,2021-12-15
76952,97MPVL,Motorfiets,BMW,12/17/2021 12:00:00 AM,2021-12-17
76956,97MPVS,Motorfiets,KTM,05/19/2021 12:00:00 AM,2021-05-19
76957,97MPVT,Motorfiets,BMW,12/29/2021 12:00:00 AM,2021-12-29
77016,97MRDS,Motorfiets,KTM,02/28/2021 12:00:00 AM,2021-02-28
77037,97MRGD,Motorfiets,HONDA,03/30/2021 12:00:00 AM,2021-03-30
77038,97MRGF,Motorfiets,YAMAHA,03/27/2021 12:00:00 AM,2021-03-27
77040,97MRGH,Motorfiets,BMW,03/10/2021 12:00:00 AM,2021-03-10
77053,97MRHD,Motorfiets,KTM,04/27/2021 12:00:00 AM,2021-04-27
77057,97MRHK,Motorfiets,HUSQVARNA,05/07/2021 12:00:00 AM,2021-05-07
77109,97MRLX,Motorfiets,HONDA,04/29/2021 12:00:00 AM,2021-04-29
77128,97MRPG,Motorfiets,HONDA,03/31/2021 12:00:00 AM,2021-03-31
77144,97MRRJ,Motorfiets,HARLEY DAVIDSON,02/28/2021 12:00:00 AM,2021-02-28
77183,97MRVN,Motorfiets,APRILIA,09/20/2021 12:00:00 AM,2021-09-20
96971,97WBB1,Middenasaanhangwagen,DETHLEFFS,07/13/2021 12:00:00 AM,2021-07-13
96972,97WBB2,Middenasaanhangwagen,KAERCHER,11/12/2021 12:00:00 AM,2021-11-12
96975,97WBB5,Middenasaanhangwagen,ANSSEMS,09/25/2021 12:00:00 AM,2021-09-25
96976,97WBB6,Middenasaanhangwagen,BOCKMANN,09/01/2021 12:00:00 AM,2021-09-01
96978,97WBB8,Middenasaanhangwagen,HAPERT,11/17/2021 12:00:00 AM,2021-11-17
96979,97WBB9,Middenasaanhangwagen,NIJENKAMP,08/30/2021 12:00:00 AM,2021-08-30
96996,97WBD1,Middenasaanhangwagen,HOBBY,07/23/2021 12:00:00 AM,2021-07-23
96998,97WBD3,Middenasaanhangwagen,IFOR WILLIAMS,08/20/2021 12:00:00 AM,2021-08-20
96999,97WBD4,Middenasaanhangwagen,BAGELA,07/01/2021 12:00:00 AM,2021-07-01
97000,97WBD5,Middenasaanhangwagen,HAPERT,09/15/2021 12:00:00 AM,2021-09-15
97001,97WBD6,Middenasaanhangwagen,HENRA,08/24/2021 12:00:00 AM,2021-08-24
97003,97WBD8,Middenasaanhangwagen,HULCO,07/25/2021 12:00:00 AM,2021-07-25
97004,97WBD9,Middenasaanhangwagen,HENRA,11/11/2021 12:00:00 AM,2021-11-11
97019,97WBF1,Middenasaanhangwagen,ERIBA,07/29/2021 12:00:00 AM,2021-07-29
97020,97WBF2,Middenasaanhangwagen,PEGA,07/24/2021 12:00:00 AM,2021-07-24
97022,97WBF4,Middenasaanhangwagen,HUMBAUR,09/01/2021 12:00:00 AM,2021-09-01
97023,97WBF5,Middenasaanhangwagen,FENDT CARAVAN,08/05/2021 12:00:00 AM,2021-08-05
97024,97WBF6,Middenasaanhangwagen,HULCO,07/28/2021 12:00:00 AM,2021-07-28
97027,97WBF9,Middenasaanhangwagen,HULCO,08/20/2021 12:00:00 AM,2021-08-20
97041,97WBG1,Middenasaanhangwagen,HENRA,09/11/2021 12:00:00 AM,2021-09-11
97042,97WBG2,Middenasaanhangwagen,ANSSEMS,09/27/2021 12:00:00 AM,2021-09-27
97043,97WBG3,Middenasaanhangwagen,HAPERT,08/09/2021 12:00:00 AM,2021-08-09
97044,97WBG4,Middenasaanhangwagen,FENDT CARAVAN,08/10/2021 12:00:00 AM,2021-08-10
97045,97WBG5,Middenasaanhangwagen,ANSSEMS,10/07/2021 12:00:00 AM,2021-10-07
97048,97WBG8,Middenasaanhangwagen,HULCO,08/27/2021 12:00:00 AM,2021-08-27
97049,97WBG9,Middenasaanhangwagen,HENRA,08/20/2021 12:00:00 AM,2021-08-20
97064,97WBH1,Middenasaanhangwagen,ECO-TRAILER,09/08/2021 12:00:00 AM,2021-09-08
97065,97WBH2,Middenasaanhangwagen,FENDT CARAVAN,08/20/2021 12:00:00 AM,2021-08-20
97066,97WBH3,Middenasaanhangwagen,ANSSEMS,08/09/2021 12:00:00 AM,2021-08-09
97067,97WBH4,Middenasaanhangwagen,FENDT CARAVAN,08/26/2021 12:00:00 AM,2021-08-26
97069,97WBH6,Middenasaanhangwagen,HUMBAUR,09/18/2021 12:00:00 AM,2021-09-18
97070,97WBH7,Middenasaanhangwagen,FENDT CARAVAN,11/16/2021 12:00:00 AM,2021-11-16
97071,97WBH8,Middenasaanhangwagen,FENDT CARAVAN,08/31/2021 12:00:00 AM,2021-08-31
97072,97WBH9,Middenasaanhangwagen,FENDT CARAVAN,08/20/2021 12:00:00 AM,2021-08-20
97085,97WBJ1,Middenasaanhangwagen,FENDT CARAVAN,08/24/2021 12:00:00 AM,2021-08-24
97086,97WBJ2,Middenasaanhangwagen,HULCO,09/03/2021 12:00:00 AM,2021-09-03
97088,97WBJ4,Middenasaanhangwagen,FENDT CARAVAN,09/23/2021 12:00:00 AM,2021-09-23
97089,97WBJ5,Middenasaanhangwagen,CARAVELAIR,09/24/2021 12:00:00 AM,2021-09-24
97090,97WBJ6,Middenasaanhangwagen,SARIS,11/06/2021 12:00:00 AM,2021-11-06
97091,97WBJ7,Middenasaanhangwagen,EASYLINE,08/26/2021 12:00:00 AM,2021-08-26
97092,97WBJ8,Middenasaanhangwagen,BOCKMANN,09/06/2021 12:00:00 AM,2021-09-06
97093,97WBJ9,Middenasaanhangwagen,KALF,11/18/2021 12:00:00 AM,2021-11-18
97110,97WBK4,Middenasaanhangwagen,HAPERT,12/09/2021 12:00:00 AM,2021-12-09
97112,97WBK6,Middenasaanhangwagen,HENRA,09/08/2021 12:00:00 AM,2021-09-08
97113,97WBK7,Middenasaanhangwagen,BRIAN JAMES TRAILERS,09/10/2021 12:00:00 AM,2021-09-10
97114,97WBK8,Middenasaanhangwagen,EBO VAN WEEL,09/08/2021 12:00:00 AM,2021-09-08
97127,97WBL1,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,12/04/2021 12:00:00 AM,2021-12-04
97130,97WBL4,Autonome aanhangwagen,VAN HOOL,09/10/2021 12:00:00 AM,2021-09-10
97131,97WBL5,Middenasaanhangwagen,IFOR WILLIAMS,11/24/2021 12:00:00 AM,2021-11-24
97132,97WBL6,Middenasaanhangwagen,FENDT CARAVAN,12/11/2021 12:00:00 AM,2021-12-11
97133,97WBL7,Middenasaanhangwagen,DETHLEFFS,09/17/2021 12:00:00 AM,2021-09-17
97134,97WBL8,Middenasaanhangwagen,HAPERT,09/22/2021 12:00:00 AM,2021-09-22
97135,97WBL9,Middenasaanhangwagen,DETHLEFFS,09/23/2021 12:00:00 AM,2021-09-23
97150,97WBN1,Middenasaanhangwagen,ANSSEMS,09/30/2021 12:00:00 AM,2021-09-30
97151,97WBN2,Middenasaanhangwagen,HUMBAUR,11/18/2021 12:00:00 AM,2021-11-18
97152,97WBN3,Middenasaanhangwagen,HOBBY,10/16/2021 12:00:00 AM,2021-10-16
97153,97WBN5,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,09/24/2021 12:00:00 AM,2021-09-24
97154,97WBN6,Middenasaanhangwagen,IFOR WILLIAMS,10/20/2021 12:00:00 AM,2021-10-20
97157,97WBN9,Middenasaanhangwagen,FENDT CARAVAN,09/24/2021 12:00:00 AM,2021-09-24
97168,97WBP1,Middenasaanhangwagen,EDUARD,11/20/2021 12:00:00 AM,2021-11-20
97170,97WBP3,Middenasaanhangwagen,ESVE,09/28/2021 12:00:00 AM,2021-09-28
97173,97WBP6,Middenasaanhangwagen,ERIBA,10/14/2021 12:00:00 AM,2021-10-14
97174,97WBP7,Autonome aanhangwagen,NOOTEBOOM,10/06/2021 12:00:00 AM,2021-10-06
97175,97WBP8,Middenasaanhangwagen,HOBBY,10/04/2021 12:00:00 AM,2021-10-04
97176,97WBP9,Middenasaanhangwagen,WEB TRAILER,10/06/2021 12:00:00 AM,2021-10-06
97191,97WBR1,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,10/13/2021 12:00:00 AM,2021-10-13
97192,97WBR2,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,11/27/2021 12:00:00 AM,2021-11-27
97194,97WBR4,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,12/10/2021 12:00:00 AM,2021-12-10
97195,97WBR5,Middenasaanhangwagen,DRIVAL,10/20/2021 12:00:00 AM,2021-10-20
97196,97WBR6,Middenasaanhangwagen,IFOR WILLIAMS,12/03/2021 12:00:00 AM,2021-12-03
97197,97WBR7,Middenasaanhangwagen,EDUARD,10/19/2021 12:00:00 AM,2021-10-19
97198,97WBR8,Middenasaanhangwagen,SIRIUS,10/15/2021 12:00:00 AM,2021-10-15
97199,97WBR9,Middenasaanhangwagen,WEINSBERG,10/22/2021 12:00:00 AM,2021-10-22
97218,97WBS4,Middenasaanhangwagen,PROLINE,11/01/2021 12:00:00 AM,2021-11-01
97219,97WBS5,Middenasaanhangwagen,ANSSEMS,11/11/2021 12:00:00 AM,2021-11-11
97221,97WBS8,Middenasaanhangwagen,PETERS,10/20/2021 12:00:00 AM,2021-10-20
97222,97WBS9,Middenasaanhangwagen,EASYLINE,10/26/2021 12:00:00 AM,2021-10-26
97235,97WBT1,Middenasaanhangwagen,IFOR WILLIAMS,10/25/2021 12:00:00 AM,2021-10-25
97236,97WBT2,Middenasaanhangwagen,TOHACO,12/06/2021 12:00:00 AM,2021-12-06
97237,97WBT3,Middenasaanhangwagen,HAPERT,10/25/2021 12:00:00 AM,2021-10-25
97238,97WBT4,Middenasaanhangwagen,EDUARD,10/28/2021 12:00:00 AM,2021-10-28
97239,97WBT5,Autonome aanhangwagen,GS,10/25/2021 12:00:00 AM,2021-10-25
97240,97WBT6,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,10/29/2021 12:00:00 AM,2021-10-29
97241,97WBT7,Middenasaanhangwagen,PROLINE,10/26/2021 12:00:00 AM,2021-10-26
97242,97WBT8,Middenasaanhangwagen,EASYLINE,11/01/2021 12:00:00 AM,2021-11-01
97243,97WBT9,Middenasaanhangwagen,KAESER,11/01/2021 12:00:00 AM,2021-11-01
97257,97WBV1,Middenasaanhangwagen,TRIME,10/29/2021 12:00:00 AM,2021-10-29
97258,97WBV3,Middenasaanhangwagen,EASYLINE,11/10/2021 12:00:00 AM,2021-11-10
97259,97WBV4,Middenasaanhangwagen,EDUARD,11/19/2021 12:00:00 AM,2021-11-19
97260,97WBV5,Middenasaanhangwagen,NIEWIADOW,11/22/2021 12:00:00 AM,2021-11-22
97261,97WBV7,Middenasaanhangwagen,TRIME,11/04/2021 12:00:00 AM,2021-11-04
