,Kenteken,Voertuigsoort,Merk,Datum eerste toelating DT,Datum
212285,DZB73K,Bromfiets,KYMCO,12/29/2021 12:00:00 AM,2021-12-29
212311,DZB75B,Bromfiets,NIU,12/08/2021 12:00:00 AM,2021-12-08
212430,DZB82X,Bromfiets,STROMER,11/13/2021 12:00:00 AM,2021-11-13
212452,DZB84H,Bromfiets,SYM,08/30/2021 12:00:00 AM,2021-08-30
212488,DZB86R,Bromfiets,STROMER,03/05/2021 12:00:00 AM,2021-03-05
212529,DZB89K,Bromfiets,LA SOURIS,03/25/2021 12:00:00 AM,2021-03-25
212543,DZB90H,Bromfiets,SYM,09/10/2021 12:00:00 AM,2021-09-10
212558,DZB91H,Bromfiets,SYM,03/31/2021 12:00:00 AM,2021-03-31
212563,DZB91R,Bromfiets,RIESE UND MUELLER,01/07/2021 12:00:00 AM,2021-01-07
212588,DZB93H,Bromfiets,SYM,04/02/2021 12:00:00 AM,2021-04-02
212606,DZB94K,Bromfiets,KLEVER,08/14/2021 12:00:00 AM,2021-08-14
212610,DZB94R,Bromfiets,RIESE UND MUELLER,05/11/2021 12:00:00 AM,2021-05-11
212668,DZB98N,Bromfiets,PIAGGIO,10/09/2021 12:00:00 AM,2021-10-09
212866,DZD08L,Bromfiets,MADEMOTO,06/05/2021 12:00:00 AM,2021-06-05
212929,DZD12P,Bromfiets,SYM,06/03/2021 12:00:00 AM,2021-06-03
212990,DZD16N,Bromfiets,APRILIA,02/18/2021 12:00:00 AM,2021-02-18
212999,DZD17F,Bromfiets,PIAGGIO,06/15/2021 12:00:00 AM,2021-06-15
213032,DZD19H,Bromfiets,SYM,04/01/2021 12:00:00 AM,2021-04-01
213038,DZD19S,Bromfiets,PIAGGIO,04/15/2021 12:00:00 AM,2021-04-15
213051,DZD20P,Bromfiets,SYM,08/28/2021 12:00:00 AM,2021-08-28
213104,DZD24B,Bromfiets,PIAGGIO,06/01/2021 12:00:00 AM,2021-06-01
213113,DZD24P,Bromfiets,SYM,01/09/2021 12:00:00 AM,2021-01-09
213211,DZD30X,Bromfiets,STROMER,06/08/2021 12:00:00 AM,2021-06-08
213278,DZD35K,Bromfiets,SYM,08/03/2021 12:00:00 AM,2021-08-03
213306,DZD37H,Bromfiets,SYM,05/12/2021 12:00:00 AM,2021-05-12
213322,DZD38K,Bromfiets,SYM,04/28/2021 12:00:00 AM,2021-04-28
213408,DZD44G,Bromfiets,SYM,04/21/2021 12:00:00 AM,2021-04-21
213527,DZD52K,Bromfiets,SYM,09/25/2021 12:00:00 AM,2021-09-25
213547,DZD53R,Bromfiets,APRILIA,02/05/2021 12:00:00 AM,2021-02-05
213614,DZD58G,Bromfiets,SYM,03/17/2021 12:00:00 AM,2021-03-17
213667,DZD61T,Bromfiets,KLEVER,03/23/2021 12:00:00 AM,2021-03-23
213676,DZD62K,Bromfiets,SYM,03/04/2021 12:00:00 AM,2021-03-04
213689,DZD63H,Bromfiets,PIAGGIO,05/07/2021 12:00:00 AM,2021-05-07
213712,DZD64Z,Bromfiets,AIXAM,02/13/2021 12:00:00 AM,2021-02-13
213716,DZD65G,Bromfiets,SYM,03/20/2021 12:00:00 AM,2021-03-20
213803,DZD71B,Bromfiets,AGM,05/01/2021 12:00:00 AM,2021-05-01
213828,DZD72R,Bromfiets,PIAGGIO,03/17/2021 12:00:00 AM,2021-03-17
213870,DZD75K,Bromfiets,SYM,12/24/2021 12:00:00 AM,2021-12-24
213885,DZD76K,Bromfiets,SYM,03/06/2021 12:00:00 AM,2021-03-06
213916,DZD78K,Bromfiets,SYM,07/13/2021 12:00:00 AM,2021-07-13
213934,DZD79N,Bromfiets,SYM,12/23/2021 12:00:00 AM,2021-12-23
213978,DZD82K,Bromfiets,SYM,09/07/2021 12:00:00 AM,2021-09-07
214020,DZD85F,Bromfiets,SYM,02/18/2021 12:00:00 AM,2021-02-18
214025,DZD85N,Bromfiets,SYM,04/22/2021 12:00:00 AM,2021-04-22
214034,DZD86F,Bromfiets,SYM,05/19/2021 12:00:00 AM,2021-05-19
214068,DZD88K,Bromfiets,SYM,12/30/2021 12:00:00 AM,2021-12-30
214085,DZD89N,Bromfiets,SYM,06/22/2021 12:00:00 AM,2021-06-22
214099,DZD90K,Bromfiets,SYM,01/14/2021 12:00:00 AM,2021-01-14
214107,DZD91B,Bromfiets,AGM,10/07/2021 12:00:00 AM,2021-10-07
214158,DZD94P,Bromfiets,PIAGGIO,05/26/2021 12:00:00 AM,2021-05-26
214344,DZF03Z,Bromfiets,SYM,11/10/2021 12:00:00 AM,2021-11-10
214358,DZF04V,Bromfiets,SYM,12/23/2021 12:00:00 AM,2021-12-23
214374,DZF05V,Bromfiets,SYM,12/23/2021 12:00:00 AM,2021-12-23
214440,DZF10K,Bromfiets,ANAIG,09/29/2021 12:00:00 AM,2021-09-29
214459,DZF11T,Bromfiets,SYM,06/24/2021 12:00:00 AM,2021-06-24
214505,DZF14T,Bromfiets,SYM,07/09/2021 12:00:00 AM,2021-07-09
214508,DZF14Z,Bromfiets,SYM,03/05/2021 12:00:00 AM,2021-03-05
214524,DZF15Z,Bromfiets,SYM,05/12/2021 12:00:00 AM,2021-05-12
214556,DZF18F,Bromfiets,BTC,04/21/2021 12:00:00 AM,2021-04-21
214600,DZF20Z,Bromfiets,SYM,06/24/2021 12:00:00 AM,2021-06-24
214669,DZF25P,Bromfiets,ESTRIMA,08/02/2021 12:00:00 AM,2021-08-02
214803,DZF34J,Bromfiets,PIAGGIO,03/12/2021 12:00:00 AM,2021-03-12
214841,DZF36T,Bromfiets,PEUGEOT,05/08/2021 12:00:00 AM,2021-05-08
214856,DZF37T,Bromfiets,SYM,04/29/2021 12:00:00 AM,2021-04-29
214861,DZF38D,Bromfiets,MADEMOTO,08/20/2021 12:00:00 AM,2021-08-20
214897,DZF40L,Bromfiets,SYM,04/16/2021 12:00:00 AM,2021-04-16
214901,DZF40S,Bromfiets,SYM,05/29/2021 12:00:00 AM,2021-05-29
214962,DZF44R,Bromfiets,BTC,09/03/2021 12:00:00 AM,2021-09-03
215103,DZF53X,Bromfiets,SYM,03/23/2021 12:00:00 AM,2021-03-23
215143,DZF56S,Bromfiets,SYM,06/23/2021 12:00:00 AM,2021-06-23
215146,DZF56X,Bromfiets,SYM,12/03/2021 12:00:00 AM,2021-12-03
215190,DZF59X,Bromfiets,SYM,04/23/2021 12:00:00 AM,2021-04-23
215221,DZF61X,Bromfiets,SYM,04/08/2021 12:00:00 AM,2021-04-08
215236,DZF62X,Bromfiets,SYM,06/24/2021 12:00:00 AM,2021-06-24
215249,DZF63S,Bromfiets,SYM,06/04/2021 12:00:00 AM,2021-06-04
215264,DZF64R,Bromfiets,IVA,09/18/2021 12:00:00 AM,2021-09-18
215276,DZF65K,Bromfiets,STROMER,08/25/2021 12:00:00 AM,2021-08-25
215315,DZF67X,Bromfiets,SYM,10/21/2021 12:00:00 AM,2021-10-21
215344,DZF69T,Bromfiets,SYM,02/04/2021 12:00:00 AM,2021-02-04
215346,DZF69X,Bromfiets,SYM,05/20/2021 12:00:00 AM,2021-05-20
215382,DZF72H,Bromfiets,BTC,06/24/2021 12:00:00 AM,2021-06-24
215420,DZF74X,Bromfiets,SYM,05/19/2021 12:00:00 AM,2021-05-19
215446,DZF76R,Bromfiets,GTS,12/22/2021 12:00:00 AM,2021-12-22
215475,DZF78S,Bromfiets,EVOMAXX,08/11/2021 12:00:00 AM,2021-08-11
215491,DZF79T,Bromfiets,SYM,06/25/2021 12:00:00 AM,2021-06-25
215506,DZF80T,Bromfiets,SYM,06/25/2021 12:00:00 AM,2021-06-25
215536,DZF82X,Bromfiets,SYM,01/27/2021 12:00:00 AM,2021-01-27
215559,DZF84J,Bromfiets,BTC,10/27/2021 12:00:00 AM,2021-10-27
215596,DZF86X,Bromfiets,SYM,01/02/2021 12:00:00 AM,2021-01-02
215617,DZF88G,Bromfiets,PEUGEOT,04/10/2021 12:00:00 AM,2021-04-10
215638,DZF89S,Bromfiets,SYM,12/30/2021 12:00:00 AM,2021-12-30
215710,DZF94T,Bromfiets,SYM,05/29/2021 12:00:00 AM,2021-05-29
215725,DZF95T,Bromfiets,SYM,11/12/2021 12:00:00 AM,2021-11-12
215726,DZF95X,Bromfiets,SYM,11/04/2021 12:00:00 AM,2021-11-04
215781,DZF99P,Bromfiets,SYM,04/16/2021 12:00:00 AM,2021-04-16
215783,DZF99S,Bromfiets,PEUGEOT,09/03/2021 12:00:00 AM,2021-09-03
215839,DZG01Z,Bromfiets,BTC,07/06/2021 12:00:00 AM,2021-07-06
215893,DZG05J,Bromfiets,SYM,12/22/2021 12:00:00 AM,2021-12-22
215909,DZG06J,Bromfiets,SYM,06/03/2021 12:00:00 AM,2021-06-03
215911,DZG06L,Bromfiets,MANGOSTEEN,03/10/2021 12:00:00 AM,2021-03-10
215951,DZG09J,Bromfiets,SYM,05/27/2021 12:00:00 AM,2021-05-27
215962,DZG10F,Bromfiets,RIESE UND MUELLER,02/02/2021 12:00:00 AM,2021-02-02
215986,DZG11T,Bromfiets,PIAGGIO,04/15/2021 12:00:00 AM,2021-04-15
215987,DZG11V,Bromfiets,KLEVER,10/01/2021 12:00:00 AM,2021-10-01
216009,DZG13J,Bromfiets,SYM,12/21/2021 12:00:00 AM,2021-12-21
216192,DZG25J,Bromfiets,SYM,02/20/2021 12:00:00 AM,2021-02-20
216303,DZG32T,Bromfiets,NIU,07/27/2021 12:00:00 AM,2021-07-27
216427,DZG41G,Bromfiets,ECOOTER,07/09/2021 12:00:00 AM,2021-07-09
216533,DZG48F,Bromfiets,I-GOO,05/29/2021 12:00:00 AM,2021-05-29
216700,DZG58V,Bromfiets,PEUGEOT,04/16/2021 12:00:00 AM,2021-04-16
216723,DZG60H,Bromfiets,SYM,06/17/2021 12:00:00 AM,2021-06-17
216751,DZG62H,Bromfiets,SYM,05/25/2021 12:00:00 AM,2021-05-25
216766,DZG63G,Bromfiets,PIAGGIO,10/28/2021 12:00:00 AM,2021-10-28
216823,DZG66X,Bromfiets,STROMER,09/21/2021 12:00:00 AM,2021-09-21
216829,DZG67H,Bromfiets,SYM,07/14/2021 12:00:00 AM,2021-07-14
216861,DZG69H,Bromfiets,SYM,01/09/2021 12:00:00 AM,2021-01-09
216905,DZG72H,Bromfiets,SYM,03/05/2021 12:00:00 AM,2021-03-05
216918,DZG73F,Bromfiets,AGM,03/24/2021 12:00:00 AM,2021-03-24
216920,DZG73J,Bromfiets,FLYER,10/01/2021 12:00:00 AM,2021-10-01
216972,DZG76V,Bromfiets,SYM,02/10/2021 12:00:00 AM,2021-02-10
217056,DZG82F,Bromfiets,NIU,08/26/2021 12:00:00 AM,2021-08-26
217076,DZG83L,Bromfiets,SYM,03/08/2021 12:00:00 AM,2021-03-08
217083,DZG83Z,Bromfiets,DOGEBOS,09/22/2021 12:00:00 AM,2021-09-22
217088,DZG84H,Bromfiets,SYM,10/27/2021 12:00:00 AM,2021-10-27
217104,DZG85H,Bromfiets,SYM,05/22/2021 12:00:00 AM,2021-05-22
217120,DZG86H,Bromfiets,SYM,04/08/2021 12:00:00 AM,2021-04-08
217131,DZG87B,Bromfiets,KYMCO,03/02/2021 12:00:00 AM,2021-03-02
217132,DZG87D,Bromfiets,SYM,04/20/2021 12:00:00 AM,2021-04-20
217144,DZG87X,Bromfiets,ECOOTER,09/14/2021 12:00:00 AM,2021-09-14
217149,DZG88G,Bromfiets,GTS,07/23/2021 12:00:00 AM,2021-07-23
217152,DZG88K,Bromfiets,PIAGGIO,04/03/2021 12:00:00 AM,2021-04-03
217163,DZG89D,Bromfiets,SYM,07/10/2021 12:00:00 AM,2021-07-10
217165,DZG89G,Bromfiets,GTS,04/09/2021 12:00:00 AM,2021-04-09
217173,DZG89S,Bromfiets,FLYER,03/27/2021 12:00:00 AM,2021-03-27
217178,DZG90D,Bromfiets,SYM,04/03/2021 12:00:00 AM,2021-04-03
217214,DZG92J,Bromfiets,NIPPONIA,12/17/2021 12:00:00 AM,2021-12-17
217334,DZG99Z,Bromfiets,PEUGEOT,01/15/2021 12:00:00 AM,2021-01-15
217424,DZH03P,Bromfiets,SYM,10/22/2021 12:00:00 AM,2021-10-22
217450,DZH05J,Bromfiets,PEUGEOT,02/24/2021 12:00:00 AM,2021-02-24
217463,DZH06F,Bromfiets,SAKURA,12/18/2021 12:00:00 AM,2021-12-18
217581,DZH13V,Bromfiets,SYM,12/02/2021 12:00:00 AM,2021-12-02
217608,DZH15R,Bromfiets,LIGHT BEE,03/20/2021 12:00:00 AM,2021-03-20
217624,DZH16R,Bromfiets,LIGHT BEE,03/15/2021 12:00:00 AM,2021-03-15
217633,DZH17G,Bromfiets,MONASSO,05/28/2021 12:00:00 AM,2021-05-28
217782,DZH26V,Bromfiets,SYM,04/15/2021 12:00:00 AM,2021-04-15
217826,DZH29V,Bromfiets,PEUGEOT,12/30/2021 12:00:00 AM,2021-12-30
217843,DZH30Z,Bromfiets,GTS,05/21/2021 12:00:00 AM,2021-05-21
217883,DZH33P,Bromfiets,PEUGEOT,02/13/2021 12:00:00 AM,2021-02-13
217960,DZH38R,Bromfiets,SYM,01/08/2021 12:00:00 AM,2021-01-08
217963,DZH38V,Bromfiets,GTS,04/30/2021 12:00:00 AM,2021-04-30
217974,DZH39N,Bromfiets,PEUGEOT,04/08/2021 12:00:00 AM,2021-04-08
218000,DZH41G,Bromfiets,AGM,08/02/2021 12:00:00 AM,2021-08-02
218025,DZH42T,Bromfiets,NIU,06/16/2021 12:00:00 AM,2021-06-16
218052,DZH44N,Bromfiets,PEUGEOT,04/16/2021 12:00:00 AM,2021-04-16
218131,DZH49N,Bromfiets,PEUGEOT,01/20/2021 12:00:00 AM,2021-01-20
218147,DZH50N,Bromfiets,PEUGEOT,01/29/2021 12:00:00 AM,2021-01-29
218188,DZH53G,Bromfiets,IVA,01/27/2021 12:00:00 AM,2021-01-27
218193,DZH53N,Bromfiets,PEUGEOT,12/30/2021 12:00:00 AM,2021-12-30
218208,DZH54N,Bromfiets,PEUGEOT,04/09/2021 12:00:00 AM,2021-04-09
218212,DZH54T,Bromfiets,MONASSO,03/10/2021 12:00:00 AM,2021-03-10
218237,DZH56J,Bromfiets,AGM,08/05/2021 12:00:00 AM,2021-08-05
218244,DZH56T,Bromfiets,MONASSO,06/12/2021 12:00:00 AM,2021-06-12
218253,DZH57J,Bromfiets,AGM,01/30/2021 12:00:00 AM,2021-01-30
218255,DZH57L,Bromfiets,PEUGEOT,02/26/2021 12:00:00 AM,2021-02-26
218269,DZH58J,Bromfiets,BTC,06/25/2021 12:00:00 AM,2021-06-25
218287,DZH59N,Bromfiets,PEUGEOT,02/25/2021 12:00:00 AM,2021-02-25
218330,DZH62J,Bromfiets,BTC,04/29/2021 12:00:00 AM,2021-04-29
218331,DZH62K,Bromfiets,PIAGGIO,04/14/2021 12:00:00 AM,2021-04-14
218377,DZH65K,Bromfiets,NIPPONIA,02/24/2021 12:00:00 AM,2021-02-24
218396,DZH66R,Bromfiets,STROMER,08/12/2021 12:00:00 AM,2021-08-12
218462,DZH70X,Bromfiets,PIAGGIO,03/02/2021 12:00:00 AM,2021-03-02
218558,DZH77F,Bromfiets,FLYER,08/27/2021 12:00:00 AM,2021-08-27
218570,DZH77X,Bromfiets,ECOOTER,08/18/2021 12:00:00 AM,2021-08-18
218574,DZH78F,Bromfiets,FLYER,07/13/2021 12:00:00 AM,2021-07-13
218579,DZH78L,Bromfiets,PEUGEOT,04/14/2021 12:00:00 AM,2021-04-14
218614,DZH80T,Bromfiets,NIU,03/11/2021 12:00:00 AM,2021-03-11
218645,DZH82T,Bromfiets,NIU,03/03/2021 12:00:00 AM,2021-03-03
218681,DZH85D,Bromfiets,LUQI,09/25/2021 12:00:00 AM,2021-09-25
218734,DZH88L,Bromfiets,PEUGEOT,06/12/2021 12:00:00 AM,2021-06-12
218766,DZH90N,Bromfiets,SYM,02/20/2021 12:00:00 AM,2021-02-20
218778,DZH91H,Bromfiets,PEUGEOT,02/20/2021 12:00:00 AM,2021-02-20
218781,DZH91L,Bromfiets,PEUGEOT,01/21/2021 12:00:00 AM,2021-01-21
218790,DZH92D,Bromfiets,LUQI,09/25/2021 12:00:00 AM,2021-09-25
218803,DZH92X,Bromfiets,SENZO,03/10/2021 12:00:00 AM,2021-03-10
218840,DZH95G,Bromfiets,KYMCO,02/25/2021 12:00:00 AM,2021-02-25
218853,DZH96F,Bromfiets,KYMCO,07/02/2021 12:00:00 AM,2021-07-02
218892,DZH98S,Bromfiets,APRILIA,03/27/2021 12:00:00 AM,2021-03-27
218948,DZJ01G,Bromfiets,PIAGGIO,09/24/2021 12:00:00 AM,2021-09-24
218958,DZJ01X,Bromfiets,SYM,12/30/2021 12:00:00 AM,2021-12-30
218960,DZJ02B,Bromfiets,NIU,08/21/2021 12:00:00 AM,2021-08-21
219008,DZJ05G,Bromfiets,PIAGGIO,06/04/2021 12:00:00 AM,2021-06-04
219027,DZJ06P,Bromfiets,KYMCO,06/26/2021 12:00:00 AM,2021-06-26
219037,DZJ07G,Bromfiets,PIAGGIO,06/15/2021 12:00:00 AM,2021-06-15
219041,DZJ07L,Bromfiets,SYM,07/08/2021 12:00:00 AM,2021-07-08
219086,DZJ10H,Bromfiets,TIANYING,06/15/2021 12:00:00 AM,2021-06-15
219187,DZJ16X,Bromfiets,PIAGGIO,04/02/2021 12:00:00 AM,2021-04-02
219265,DZJ21Z,Bromfiets,SYM,05/18/2021 12:00:00 AM,2021-05-18
219302,DZJ24K,Bromfiets,NIU,04/30/2021 12:00:00 AM,2021-04-30
219368,DZJ28N,Bromfiets,PIAGGIO,07/06/2021 12:00:00 AM,2021-07-06
219384,DZJ29P,Bromfiets,NIU,07/06/2021 12:00:00 AM,2021-07-06
219388,DZJ29V,Bromfiets,GTS,12/29/2021 12:00:00 AM,2021-12-29
219415,DZJ31N,Bromfiets,PIAGGIO,05/15/2021 12:00:00 AM,2021-05-15
219497,DZJ37B,Bromfiets,PIAGGIO,02/13/2021 12:00:00 AM,2021-02-13
219562,DZJ41L,Bromfiets,PEUGEOT,04/15/2021 12:00:00 AM,2021-04-15
219607,DZJ44J,Bromfiets,NIU,10/16/2021 12:00:00 AM,2021-10-16
219691,DZJ50F,Bromfiets,PEUGEOT,05/27/2021 12:00:00 AM,2021-05-27
219704,DZJ51F,Bromfiets,PEUGEOT,04/16/2021 12:00:00 AM,2021-04-16
219708,DZJ51K,Bromfiets,NIU,12/02/2021 12:00:00 AM,2021-12-02
219740,DZJ53L,Bromfiets,PEUGEOT,03/27/2021 12:00:00 AM,2021-03-27
219754,DZJ54K,Bromfiets,NIU,09/23/2021 12:00:00 AM,2021-09-23
219770,DZJ55K,Bromfiets,NIU,07/29/2021 12:00:00 AM,2021-07-29
219801,DZJ57K,Bromfiets,LIGIER,05/19/2021 12:00:00 AM,2021-05-19
219891,DZJ63N,Bromfiets,ECOOTER,03/31/2021 12:00:00 AM,2021-03-31
219920,DZJ65L,Bromfiets,PEUGEOT,12/24/2021 12:00:00 AM,2021-12-24
219930,DZJ66F,Bromfiets,KYMCO,04/08/2021 12:00:00 AM,2021-04-08
220009,DZJ71L,Bromfiets,PEUGEOT,05/08/2021 12:00:00 AM,2021-05-08
220035,DZJ73G,Bromfiets,GAZELLE,06/15/2021 12:00:00 AM,2021-06-15
220043,DZJ73T,Bromfiets,TURBHO,04/17/2021 12:00:00 AM,2021-04-17
220070,DZJ75N,Bromfiets,QWIC,09/24/2021 12:00:00 AM,2021-09-24
220097,DZJ77K,Bromfiets,NIU,04/15/2021 12:00:00 AM,2021-04-15
220121,DZJ79F,Bromfiets,PIAGGIO,01/28/2021 12:00:00 AM,2021-01-28
220135,DZJ80F,Bromfiets,PIAGGIO,11/23/2021 12:00:00 AM,2021-11-23
220157,DZJ81R,Bromfiets,BERINI,12/29/2021 12:00:00 AM,2021-12-29
220179,DZJ83D,Bromfiets,SYM,06/17/2021 12:00:00 AM,2021-06-17
220195,DZJ84F,Bromfiets,PIAGGIO,05/29/2021 12:00:00 AM,2021-05-29
220268,DZJ89F,Bromfiets,PIAGGIO,03/26/2021 12:00:00 AM,2021-03-26
220299,DZJ91F,Bromfiets,PIAGGIO,09/22/2021 12:00:00 AM,2021-09-22
220315,DZJ92F,Bromfiets,PIAGGIO,03/25/2021 12:00:00 AM,2021-03-25
220320,DZJ92L,Bromfiets,SYM,06/26/2021 12:00:00 AM,2021-06-26
220338,DZJ93R,Bromfiets,SYM,01/04/2021 12:00:00 AM,2021-01-04
220349,DZJ94L,Bromfiets,SYM,07/16/2021 12:00:00 AM,2021-07-16
220352,DZJ94R,Bromfiets,PEUGEOT,05/01/2021 12:00:00 AM,2021-05-01
220407,DZJ98F,Bromfiets,PIAGGIO,12/15/2021 12:00:00 AM,2021-12-15
220411,DZJ98L,Bromfiets,KLEVER,05/06/2021 12:00:00 AM,2021-05-06
220417,DZJ98V,Bromfiets,SYM,03/31/2021 12:00:00 AM,2021-03-31
220502,DZK01B,Bromfiets,QWIC,08/16/2021 12:00:00 AM,2021-08-16
220528,DZK02V,Bromfiets,NIPPONIA,09/02/2021 12:00:00 AM,2021-09-02
220622,DZK08X,Bromfiets,PIAGGIO,07/03/2021 12:00:00 AM,2021-07-03
220714,DZK14V,Bromfiets,LIFAN,06/07/2021 12:00:00 AM,2021-06-07
220765,DZK18G,Bromfiets,KYMCO,04/21/2021 12:00:00 AM,2021-04-21
220793,DZK20B,Bromfiets,PIAGGIO,09/18/2021 12:00:00 AM,2021-09-18
220794,DZK20D,Bromfiets,PIAGGIO,05/21/2021 12:00:00 AM,2021-05-21
220967,DZK31H,Bromfiets,AGM,07/31/2021 12:00:00 AM,2021-07-31
221014,DZK34H,Bromfiets,KYMCO,04/14/2021 12:00:00 AM,2021-04-14
221038,DZK35T,Bromfiets,NIU,11/09/2021 12:00:00 AM,2021-11-09
221091,DZK39F,Bromfiets,KYMCO,04/01/2021 12:00:00 AM,2021-04-01
221163,DZK43T,Bromfiets,NIPPONIA,12/23/2021 12:00:00 AM,2021-12-23
221192,DZK45P,Bromfiets,PIAGGIO,03/05/2021 12:00:00 AM,2021-03-05
221240,DZK48R,Bromfiets,AGM,04/01/2021 12:00:00 AM,2021-04-01
221254,DZK49N,Bromfiets,NIU,09/27/2021 12:00:00 AM,2021-09-27
221256,DZK49R,Bromfiets,AGM,02/27/2021 12:00:00 AM,2021-02-27
221294,DZK52F,Bromfiets,AGM,10/27/2021 12:00:00 AM,2021-10-27
221296,DZK52H,Bromfiets,PIAGGIO,08/13/2021 12:00:00 AM,2021-08-13
221441,DZK61S,Bromfiets,AGM,11/13/2021 12:00:00 AM,2021-11-13
221458,DZK62V,Bromfiets,MOMO,01/26/2021 12:00:00 AM,2021-01-26
221481,DZK64L,Bromfiets,BTC,03/20/2021 12:00:00 AM,2021-03-20
221541,DZK68J,Bromfiets,PEUGEOT,04/22/2021 12:00:00 AM,2021-04-22
221542,DZK68K,Bromfiets,AGM,01/21/2021 12:00:00 AM,2021-01-21
221621,DZK73R,Bromfiets,GIANT,09/11/2021 12:00:00 AM,2021-09-11
221655,DZK75V,Bromfiets,MOMO,01/26/2021 12:00:00 AM,2021-01-26
221670,DZK76T,Bromfiets,NIPPONIA,05/07/2021 12:00:00 AM,2021-05-07
221740,DZK81H,Bromfiets,IVA,01/12/2021 12:00:00 AM,2021-01-12
221849,DZK88J,Bromfiets,KYMCO,01/30/2021 12:00:00 AM,2021-01-30
221886,DZK90S,Bromfiets,NIU,04/14/2021 12:00:00 AM,2021-04-14
221890,DZK90Z,Bromfiets,KYMCO,11/02/2021 12:00:00 AM,2021-11-02
221898,DZK91L,Bromfiets,AGM,01/16/2021 12:00:00 AM,2021-01-16
221912,DZK92J,Bromfiets,KYMCO,04/17/2021 12:00:00 AM,2021-04-17
222016,DZK99G,Bromfiets,PIAGGIO,09/16/2021 12:00:00 AM,2021-09-16
222042,DZL01X,Bromfiets,KILLERBEE,12/17/2021 12:00:00 AM,2021-12-17
222054,DZL02S,Bromfiets,SYM,10/02/2021 12:00:00 AM,2021-10-02
222061,DZL03F,Bromfiets,SYM,07/07/2021 12:00:00 AM,2021-07-07
222073,DZL03X,Bromfiets,KILLERBEE,12/17/2021 12:00:00 AM,2021-12-17
222089,DZL04X,Bromfiets,KILLERBEE,03/31/2021 12:00:00 AM,2021-03-31
222118,DZL06V,Bromfiets,KILLERBEE,02/23/2021 12:00:00 AM,2021-02-23
222123,DZL07F,Bromfiets,SYM,03/10/2021 12:00:00 AM,2021-03-10
222135,DZL07X,Bromfiets,KILLERBEE,12/17/2021 12:00:00 AM,2021-12-17
222150,DZL08V,Bromfiets,KILLERBEE,03/04/2021 12:00:00 AM,2021-03-04
222151,DZL08X,Bromfiets,KILLERBEE,02/19/2021 12:00:00 AM,2021-02-19
222155,DZL09F,Bromfiets,KYMCO,09/08/2021 12:00:00 AM,2021-09-08
222163,DZL09R,Bromfiets,FLYER,03/18/2021 12:00:00 AM,2021-03-18
222176,DZL10L,Bromfiets,PEUGEOT,03/23/2021 12:00:00 AM,2021-03-23
222194,DZL11P,Bromfiets,KLEVER,01/06/2021 12:00:00 AM,2021-01-06
222225,DZL13P,Bromfiets,KLEVER,03/13/2021 12:00:00 AM,2021-03-13
222244,DZL14T,Bromfiets,KYMCO,06/02/2021 12:00:00 AM,2021-06-02
222258,DZL15S,Bromfiets,SYM,06/12/2021 12:00:00 AM,2021-06-12
222285,DZL17L,Bromfiets,PEUGEOT,02/18/2021 12:00:00 AM,2021-02-18
222288,DZL17R,Bromfiets,FLYER,07/09/2021 12:00:00 AM,2021-07-09
222321,DZL19V,Bromfiets,KILLERBEE,06/01/2021 12:00:00 AM,2021-06-01
222345,DZL21L,Bromfiets,PEUGEOT,09/11/2021 12:00:00 AM,2021-09-11
222362,DZL22N,Bromfiets,PEUGEOT,08/07/2021 12:00:00 AM,2021-08-07
222399,DZL24V,Bromfiets,KILLERBEE,10/29/2021 12:00:00 AM,2021-10-29
222433,DZL27B,Bromfiets,PIAGGIO,08/11/2021 12:00:00 AM,2021-08-11
222478,DZL29V,Bromfiets,KILLERBEE,05/11/2021 12:00:00 AM,2021-05-11
222488,DZL30N,Bromfiets,PEUGEOT,04/28/2021 12:00:00 AM,2021-04-28
222509,DZL31V,Bromfiets,KILLERBEE,07/29/2021 12:00:00 AM,2021-07-29
222519,DZL32L,Bromfiets,PEUGEOT,06/22/2021 12:00:00 AM,2021-06-22
222522,DZL32R,Bromfiets,NIU,04/21/2021 12:00:00 AM,2021-04-21
222525,DZL32V,Bromfiets,KILLERBEE,07/24/2021 12:00:00 AM,2021-07-24
222535,DZL33L,Bromfiets,PEUGEOT,05/19/2021 12:00:00 AM,2021-05-19
222543,DZL33Z,Bromfiets,SYM,12/23/2021 12:00:00 AM,2021-12-23
222569,DZL35P,Bromfiets,AGM,07/10/2021 12:00:00 AM,2021-07-10
222572,DZL35V,Bromfiets,KILLERBEE,12/17/2021 12:00:00 AM,2021-12-17
222574,DZL35Z,Bromfiets,SYM,12/23/2021 12:00:00 AM,2021-12-23
222577,DZL36F,Bromfiets,MONASSO,11/24/2021 12:00:00 AM,2021-11-24
222581,DZL36K,Bromfiets,SYM,04/01/2021 12:00:00 AM,2021-04-01
222590,DZL36Z,Bromfiets,PEUGEOT,06/28/2021 12:00:00 AM,2021-06-28
222593,DZL37F,Bromfiets,MONASSO,04/28/2021 12:00:00 AM,2021-04-28
222598,DZL37L,Bromfiets,PEUGEOT,12/30/2021 12:00:00 AM,2021-12-30
222604,DZL37V,Bromfiets,KILLERBEE,09/17/2021 12:00:00 AM,2021-09-17
222606,DZL37Z,Bromfiets,PEUGEOT,06/12/2021 12:00:00 AM,2021-06-12
