,Kenteken,Voertuigsoort,Merk,Datum eerste toelating DT,Datum
13308,78BRH9,Bedrijfsauto,DAF,02/24/2021 12:00:00 AM,2021-02-24
13317,78BRJ1,Bedrijfsauto,VOLVO,03/22/2021 12:00:00 AM,2021-03-22
13319,78BRJ3,Bedrijfsauto,DAF,04/19/2021 12:00:00 AM,2021-04-19
13320,78BRJ4,Bedrijfsauto,DAF,03/03/2021 12:00:00 AM,2021-03-03
13321,78BRJ6,Bedrijfsauto,VOLVO,03/11/2021 12:00:00 AM,2021-03-11
13322,78BRJ9,Bedrijfsauto,DAF,03/19/2021 12:00:00 AM,2021-03-19
13326,78BRK1,Bedrijfsauto,SCANIA,04/29/2021 12:00:00 AM,2021-04-29
13327,78BRK2,Bedrijfsauto,SCANIA,04/30/2021 12:00:00 AM,2021-04-30
13328,78BRK3,Bedrijfsauto,DAF,03/18/2021 12:00:00 AM,2021-03-18
13330,78BRK5,Bedrijfsauto,VOLVO,04/06/2021 12:00:00 AM,2021-04-06
13331,78BRK8,Bedrijfsauto,SCANIA,03/29/2021 12:00:00 AM,2021-03-29
13332,78BRK9,Bedrijfsauto,SCANIA,04/21/2021 12:00:00 AM,2021-04-21
13339,78BRL1,Bedrijfsauto,SCANIA,03/31/2021 12:00:00 AM,2021-03-31
13340,78BRL2,Bedrijfsauto,DAF,05/26/2021 12:00:00 AM,2021-05-26
13341,78BRL4,Bus,MERCEDES-BENZ,09/07/2021 12:00:00 AM,2021-09-07
13342,78BRL7,Bedrijfsauto,SCANIA,04/13/2021 12:00:00 AM,2021-04-13
13343,78BRL9,Bedrijfsauto,VOLVO,05/12/2021 12:00:00 AM,2021-05-12
13350,78BRN1,Bedrijfsauto,MAN,04/20/2021 12:00:00 AM,2021-04-20
13351,78BRN2,Bedrijfsauto,DAF,04/29/2021 12:00:00 AM,2021-04-29
13352,78BRN4,Bedrijfsauto,DAF,04/26/2021 12:00:00 AM,2021-04-26
13354,78BRN7,Bedrijfsauto,MAN,05/06/2021 12:00:00 AM,2021-05-06
13360,78BRP1,Bedrijfsauto,DAF,05/10/2021 12:00:00 AM,2021-05-10
13361,78BRP2,Bedrijfsauto,SCANIA,06/23/2021 12:00:00 AM,2021-06-23
13362,78BRP3,Bedrijfsauto,MERCEDES-BENZ,06/14/2021 12:00:00 AM,2021-06-14
13363,78BRP4,Bedrijfsauto,VOLVO,06/10/2021 12:00:00 AM,2021-06-10
13364,78BRP6,Bedrijfsauto,RENAULT,05/20/2021 12:00:00 AM,2021-05-20
13366,78BRP8,Bedrijfsauto,SCANIA,08/27/2021 12:00:00 AM,2021-08-27
13373,78BRR1,Bedrijfsauto,DAF,05/04/2021 12:00:00 AM,2021-05-04
13374,78BRR2,Bedrijfsauto,DAF,06/03/2021 12:00:00 AM,2021-06-03
13375,78BRR4,Bedrijfsauto,SCANIA,07/12/2021 12:00:00 AM,2021-07-12
13376,78BRR5,Bedrijfsauto,SCANIA,07/08/2021 12:00:00 AM,2021-07-08
13377,78BRR6,Bedrijfsauto,MERCEDES-BENZ,06/09/2021 12:00:00 AM,2021-06-09
13378,78BRR7,Bedrijfsauto,MERCEDES-BENZ,06/24/2021 12:00:00 AM,2021-06-24
13380,78BRR9,Bedrijfsauto,SCANIA,06/16/2021 12:00:00 AM,2021-06-16
13388,78BRS6,Bedrijfsauto,SCANIA,06/25/2021 12:00:00 AM,2021-06-25
13389,78BRS7,Bedrijfsauto,DAF,07/13/2021 12:00:00 AM,2021-07-13
13390,78BRS8,Bedrijfsauto,SCANIA,08/05/2021 12:00:00 AM,2021-08-05
13391,78BRS9,Bedrijfsauto,DAF,07/20/2021 12:00:00 AM,2021-07-20
13396,78BRT1,Bedrijfsauto,VOLVO,08/12/2021 12:00:00 AM,2021-08-12
13397,78BRT5,Bedrijfsauto,SCANIA,08/17/2021 12:00:00 AM,2021-08-17
13398,78BRT7,Bedrijfsauto,DAF,08/27/2021 12:00:00 AM,2021-08-27
13399,78BRT8,Bedrijfsauto,DAF,07/21/2021 12:00:00 AM,2021-07-21
13400,78BRT9,Bedrijfsauto,DAF,09/20/2021 12:00:00 AM,2021-09-20
13404,78BRV1,Bus,VDL,07/23/2021 12:00:00 AM,2021-07-23
13405,78BRV2,Bedrijfsauto,DAF,09/03/2021 12:00:00 AM,2021-09-03
13406,78BRV3,Bedrijfsauto,IVECO,07/28/2021 12:00:00 AM,2021-07-28
13407,78BRV4,Bedrijfsauto,MAN,07/28/2021 12:00:00 AM,2021-07-28
13411,78BRV8,Bedrijfsauto,MAN,08/18/2021 12:00:00 AM,2021-08-18
13418,78BRX1,Bedrijfsauto,DAF,09/10/2021 12:00:00 AM,2021-09-10
13419,78BRX3,Bedrijfsauto,SCANIA,09/02/2021 12:00:00 AM,2021-09-02
13421,78BRX5,Bedrijfsauto,VOLVO,08/27/2021 12:00:00 AM,2021-08-27
13423,78BRX7,Bedrijfsauto,BYD,09/08/2021 12:00:00 AM,2021-09-08
13424,78BRX8,Bedrijfsauto,LIEBHERR,09/06/2021 12:00:00 AM,2021-09-06
13425,78BRX9,Bedrijfsauto,RENAULT,10/12/2021 12:00:00 AM,2021-10-12
13430,78BRZ1,Bedrijfsauto,VOLVO,09/10/2021 12:00:00 AM,2021-09-10
13431,78BRZ2,Bedrijfsauto,RENAULT,09/22/2021 12:00:00 AM,2021-09-22
13432,78BRZ3,Bedrijfsauto,DAF,12/07/2021 12:00:00 AM,2021-12-07
13433,78BRZ4,Bedrijfsauto,VOLVO,10/07/2021 12:00:00 AM,2021-10-07
13434,78BRZ5,Bedrijfsauto,DAF,12/17/2021 12:00:00 AM,2021-12-17
13438,78BRZ9,Bedrijfsauto,SCANIA,10/21/2021 12:00:00 AM,2021-10-21
13446,78BSB1,Bedrijfsauto,SCANIA,09/30/2021 12:00:00 AM,2021-09-30
13447,78BSB5,Bedrijfsauto,VOLVO,10/14/2021 12:00:00 AM,2021-10-14
13448,78BSB7,Bedrijfsauto,SCANIA,10/29/2021 12:00:00 AM,2021-10-29
13449,78BSB8,Bedrijfsauto,VOLVO,10/14/2021 12:00:00 AM,2021-10-14
13460,78BSF1,Bedrijfsauto,SCANIA,10/19/2021 12:00:00 AM,2021-10-19
13462,78BSF4,Bedrijfsauto,DAF,12/21/2021 12:00:00 AM,2021-12-21
13466,78BSF8,Bedrijfsauto,VOLVO,11/02/2021 12:00:00 AM,2021-11-02
13469,78BSG1,Bedrijfsauto,VOLVO,11/05/2021 12:00:00 AM,2021-11-05
13470,78BSG2,Bedrijfsauto,VOLKSWAGEN,11/15/2021 12:00:00 AM,2021-11-15
13471,78BSG3,Bedrijfsauto,SCANIA,11/10/2021 12:00:00 AM,2021-11-10
13472,78BSG4,Bedrijfsauto,DAF,11/16/2021 12:00:00 AM,2021-11-16
13475,78BSG7,Bedrijfsauto,SCANIA,11/30/2021 12:00:00 AM,2021-11-30
13476,78BSG8,Bedrijfsauto,DAF,11/30/2021 12:00:00 AM,2021-11-30
13481,78BSH2,Bedrijfsauto,VOLVO,11/26/2021 12:00:00 AM,2021-11-26
13482,78BSH3,Bedrijfsauto,VOLVO,12/20/2021 12:00:00 AM,2021-12-20
13485,78BSH7,Bedrijfsauto,MAN,12/15/2021 12:00:00 AM,2021-12-15
13497,78BSJ7,Bedrijfsauto,SCANIA,11/09/2021 12:00:00 AM,2021-11-09
13509,78BSK6,Bedrijfsauto,IVECO,12/23/2021 12:00:00 AM,2021-12-23
13576,78BST7,Bedrijfsauto,DAF,02/11/2021 12:00:00 AM,2021-02-11
13612,78BSZ6,Bedrijfsauto,MERCEDES-BENZ,02/11/2021 12:00:00 AM,2021-02-11
31368,78MKSZ,Motorfiets,SYM,05/04/2021 12:00:00 AM,2021-05-04
31628,78MLVH,Motorfiets,KTM,03/31/2021 12:00:00 AM,2021-03-31
31683,78MNBS,Motorfiets,KAWASAKI,07/13/2021 12:00:00 AM,2021-07-13
31721,78MNGD,Motorfiets,KTM,04/10/2021 12:00:00 AM,2021-04-10
31730,78MNGR,Motorfiets,KTM,03/18/2021 12:00:00 AM,2021-03-18
31789,78MNLL,Motorfiets,YAMAHA,01/05/2021 12:00:00 AM,2021-01-05
31804,78MNNL,Motorfiets,YAMAHA,01/06/2021 12:00:00 AM,2021-01-06
31805,78MNNN,Motorfiets,YAMAHA,01/07/2021 12:00:00 AM,2021-01-07
31811,78MNNX,Motorfiets,YAMAHA,04/06/2021 12:00:00 AM,2021-04-06
31813,78MNPB,Motorfiets,KTM,01/15/2021 12:00:00 AM,2021-01-15
31817,78MNPH,Motorfiets,DUCATI,01/20/2021 12:00:00 AM,2021-01-20
31818,78MNPJ,Motorfiets,BMW,03/16/2021 12:00:00 AM,2021-03-16
31823,78MNPR,Motorfiets,KTM,01/26/2021 12:00:00 AM,2021-01-26
31825,78MNPT,Motorfiets,KAWASAKI,01/29/2021 12:00:00 AM,2021-01-29
31829,78MNRB,Motorfiets,HARLEY DAVIDSON,02/06/2021 12:00:00 AM,2021-02-06
31834,78MNRK,Motorfiets,SUZUKI,02/19/2021 12:00:00 AM,2021-02-19
31835,78MNRL,Motorfiets,ZERO MOTORCYCLES,07/30/2021 12:00:00 AM,2021-07-30
31840,78MNRT,Motorfiets,KAWASAKI,02/25/2021 12:00:00 AM,2021-02-25
31841,78MNRV,Motorfiets,TRIUMPH,02/25/2021 12:00:00 AM,2021-02-25
31842,78MNRX,Motorfiets,APRILIA,03/02/2021 12:00:00 AM,2021-03-02
31843,78MNRZ,Motorfiets,BMW,02/26/2021 12:00:00 AM,2021-02-26
31845,78MNSG,Motorfiets,TRIUMPH,03/05/2021 12:00:00 AM,2021-03-05
31847,78MNSJ,Motorfiets,YAMAHA,03/05/2021 12:00:00 AM,2021-03-05
31848,78MNSK,Motorfiets,KAWASAKI,03/05/2021 12:00:00 AM,2021-03-05
31851,78MNSP,Motorfiets,RIEJU,03/12/2021 12:00:00 AM,2021-03-12
31852,78MNST,Motorfiets,BMW,03/22/2021 12:00:00 AM,2021-03-22
31853,78MNSV,Motorfiets,KAWASAKI,03/10/2021 12:00:00 AM,2021-03-10
31857,78MNTD,Motorfiets,KAWASAKI,03/18/2021 12:00:00 AM,2021-03-18
31858,78MNTF,Motorfiets,MV AGUSTA,03/18/2021 12:00:00 AM,2021-03-18
31859,78MNTG,Motorfiets,KAWASAKI,03/13/2021 12:00:00 AM,2021-03-13
31862,78MNTK,Motorfiets,BMW,03/20/2021 12:00:00 AM,2021-03-20
31863,78MNTL,Motorfiets,TRIUMPH,03/19/2021 12:00:00 AM,2021-03-19
31865,78MNTP,Motorfiets,YAMAHA,03/27/2021 12:00:00 AM,2021-03-27
31866,78MNTR,Motorfiets,KAWASAKI,03/20/2021 12:00:00 AM,2021-03-20
31867,78MNTS,Motorfiets,HARLEY DAVIDSON,03/19/2021 12:00:00 AM,2021-03-19
31869,78MNTV,Motorfiets,SUZUKI,03/25/2021 12:00:00 AM,2021-03-25
31871,78MNTZ,Motorfiets,HONDA,03/25/2021 12:00:00 AM,2021-03-25
31872,78MNVD,Motorfiets,BETA,04/06/2021 12:00:00 AM,2021-04-06
31873,78MNVF,Motorfiets,HUSQVARNA,03/26/2021 12:00:00 AM,2021-03-26
31875,78MNVH,Motorfiets,KTM,04/01/2021 12:00:00 AM,2021-04-01
31877,78MNVK,Motorfiets,BMW,03/31/2021 12:00:00 AM,2021-03-31
31887,78MNXD,Motorfiets,KTM,04/13/2021 12:00:00 AM,2021-04-13
31888,78MNXF,Motorfiets,HONDA,04/10/2021 12:00:00 AM,2021-04-10
31892,78MNXK,Motorfiets,APRILIA,04/16/2021 12:00:00 AM,2021-04-16
31895,78MNXP,Motorfiets,HONDA,04/16/2021 12:00:00 AM,2021-04-16
31897,78MNXS,Motorfiets,PIAGGIO,04/24/2021 12:00:00 AM,2021-04-24
31900,78MNXZ,Motorfiets,YAMAHA,04/23/2021 12:00:00 AM,2021-04-23
31901,78MNZB,Motorfiets,MOTO GUZZI,04/23/2021 12:00:00 AM,2021-04-23
31909,78MNZP,Motorfiets,BMW,05/19/2021 12:00:00 AM,2021-05-19
31910,78MNZR,Motorfiets,HARLEY DAVIDSON,04/30/2021 12:00:00 AM,2021-04-30
31912,78MNZV,Motorfiets,YAMAHA,04/30/2021 12:00:00 AM,2021-04-30
31916,78MPBD,Motorfiets,YAMAHA,05/18/2021 12:00:00 AM,2021-05-18
31917,78MPBF,Motorfiets,MOTO GUZZI,05/15/2021 12:00:00 AM,2021-05-15
31918,78MPBG,Motorfiets,SUZUKI,05/12/2021 12:00:00 AM,2021-05-12
31919,78MPBH,Motorfiets,BMW,05/05/2021 12:00:00 AM,2021-05-05
31920,78MPBJ,Motorfiets,KAWASAKI,05/07/2021 12:00:00 AM,2021-05-07
31921,78MPBK,Motorfiets,TRIUMPH,05/12/2021 12:00:00 AM,2021-05-12
31922,78MPBL,Motorfiets,BMW,05/10/2021 12:00:00 AM,2021-05-10
31923,78MPBN,Motorfiets,YAMAHA,05/11/2021 12:00:00 AM,2021-05-11
31926,78MPBT,Motorfiets,HONDA,05/11/2021 12:00:00 AM,2021-05-11
31927,78MPBV,Motorfiets,BMW,05/12/2021 12:00:00 AM,2021-05-12
31928,78MPBZ,Motorfiets,BMW,05/19/2021 12:00:00 AM,2021-05-19
31931,78MPDF,Motorfiets,SUZUKI,05/20/2021 12:00:00 AM,2021-05-20
31933,78MPDH,Motorfiets,KTM,05/20/2021 12:00:00 AM,2021-05-20
31934,78MPDJ,Motorfiets,HONDA,04/01/2021 12:00:00 AM,2021-04-01
31936,78MPDL,Motorfiets,KAWASAKI,05/20/2021 12:00:00 AM,2021-05-20
31938,78MPDP,Motorfiets,KTM,05/20/2021 12:00:00 AM,2021-05-20
31941,78MPDT,Motorfiets,SUZUKI,05/28/2021 12:00:00 AM,2021-05-28
31943,78MPDX,Motorfiets,INDIAN MOTORCYCLE,05/28/2021 12:00:00 AM,2021-05-28
31944,78MPDZ,Motorfiets,DUCATI,05/29/2021 12:00:00 AM,2021-05-29
31949,78MPFH,Motorfiets,HARLEY DAVIDSON,05/28/2021 12:00:00 AM,2021-05-28
31951,78MPFL,Motorfiets,YAMAHA,06/05/2021 12:00:00 AM,2021-06-05
31954,78MPFR,Motorfiets,KAWASAKI,06/17/2021 12:00:00 AM,2021-06-17
31955,78MPFS,Motorfiets,SUZUKI,06/15/2021 12:00:00 AM,2021-06-15
31957,78MPFV,Motorfiets,KAWASAKI,06/07/2021 12:00:00 AM,2021-06-07
31958,78MPFX,Motorfiets,TRIUMPH,06/08/2021 12:00:00 AM,2021-06-08
31959,78MPFZ,Motorfiets,HARLEY DAVIDSON,06/09/2021 12:00:00 AM,2021-06-09
31960,78MPGB,Motorfiets,YAMAHA,06/16/2021 12:00:00 AM,2021-06-16
31961,78MPGD,Motorfiets,KAWASAKI,06/08/2021 12:00:00 AM,2021-06-08
31965,78MPGJ,Motorfiets,ROYAL ENFIELD,06/10/2021 12:00:00 AM,2021-06-10
31966,78MPGK,Motorfiets,MOTO GUZZI,06/14/2021 12:00:00 AM,2021-06-14
31973,78MPGV,Motorfiets,APRILIA,06/19/2021 12:00:00 AM,2021-06-19
31974,78MPGX,Motorfiets,HARLEY DAVIDSON,06/26/2021 12:00:00 AM,2021-06-26
31976,78MPHB,Motorfiets,PIAGGIO,06/24/2021 12:00:00 AM,2021-06-24
31978,78MPHF,Motorfiets,HARLEY DAVIDSON,06/24/2021 12:00:00 AM,2021-06-24
31979,78MPHG,Motorfiets,KAWASAKI,10/01/2021 12:00:00 AM,2021-10-01
31980,78MPHH,Motorfiets,BMW,06/23/2021 12:00:00 AM,2021-06-23
31981,78MPHJ,Motorfiets,TRIUMPH,06/25/2021 12:00:00 AM,2021-06-25
31982,78MPHK,Motorfiets,PIAGGIO,06/25/2021 12:00:00 AM,2021-06-25
31985,78MPHP,Motorfiets,YAMAHA,06/25/2021 12:00:00 AM,2021-06-25
31992,78MPJB,Motorfiets,DUCATI,07/21/2021 12:00:00 AM,2021-07-21
31993,78MPJD,Motorfiets,SUZUKI,07/07/2021 12:00:00 AM,2021-07-07
31994,78MPJF,Motorfiets,KTM,07/17/2021 12:00:00 AM,2021-07-17
31996,78MPJH,Motorfiets,SUZUKI,07/09/2021 12:00:00 AM,2021-07-09
31997,78MPJJ,Motorfiets,KAWASAKI,07/14/2021 12:00:00 AM,2021-07-14
31998,78MPJL,Motorfiets,YAMAHA,07/08/2021 12:00:00 AM,2021-07-08
31999,78MPJN,Motorfiets,KAWASAKI,12/09/2021 12:00:00 AM,2021-12-09
32000,78MPJP,Motorfiets,BMW,07/09/2021 12:00:00 AM,2021-07-09
32007,78MPKF,Motorfiets,SUZUKI,07/23/2021 12:00:00 AM,2021-07-23
32008,78MPKG,Motorfiets,YAMAHA,07/20/2021 12:00:00 AM,2021-07-20
32009,78MPKH,Motorfiets,MOTO GUZZI,07/24/2021 12:00:00 AM,2021-07-24
32010,78MPKJ,Motorfiets,SUZUKI,07/22/2021 12:00:00 AM,2021-07-22
32018,78MPKV,Motorfiets,TRIUMPH,08/11/2021 12:00:00 AM,2021-08-11
32020,78MPKZ,Motorfiets,SUZUKI,08/07/2021 12:00:00 AM,2021-08-07
32021,78MPLB,Motorfiets,KTM,07/30/2021 12:00:00 AM,2021-07-30
32023,78MPLF,Motorfiets,HONDA,08/05/2021 12:00:00 AM,2021-08-05
32026,78MPLJ,Motorfiets,BMW,08/13/2021 12:00:00 AM,2021-08-13
32027,78MPLK,Motorfiets,PIAGGIO,08/25/2021 12:00:00 AM,2021-08-25
32028,78MPLL,Motorfiets,YAMAHA,08/11/2021 12:00:00 AM,2021-08-11
32032,78MPLS,Motorfiets,BMW,08/12/2021 12:00:00 AM,2021-08-12
32033,78MPLT,Motorfiets,YAMAHA,08/18/2021 12:00:00 AM,2021-08-18
32034,78MPLV,Motorfiets,KAWASAKI,09/22/2021 12:00:00 AM,2021-09-22
32038,78MPND,Motorfiets,HARLEY DAVIDSON,08/21/2021 12:00:00 AM,2021-08-21
32039,78MPNG,Motorfiets,KAWASAKI,08/27/2021 12:00:00 AM,2021-08-27
32040,78MPNH,Motorfiets,HONDA,08/21/2021 12:00:00 AM,2021-08-21
32044,78MPNP,Motorfiets,KAWASAKI,08/26/2021 12:00:00 AM,2021-08-26
32045,78MPNR,Motorfiets,BMW,09/01/2021 12:00:00 AM,2021-09-01
32047,78MPNT,Motorfiets,BENELLI,09/10/2021 12:00:00 AM,2021-09-10
32048,78MPNV,Motorfiets,BMW,09/08/2021 12:00:00 AM,2021-09-08
32051,78MPPB,Motorfiets,TRIUMPH,09/06/2021 12:00:00 AM,2021-09-06
32055,78MPPH,Motorfiets,HONDA,09/11/2021 12:00:00 AM,2021-09-11
32057,78MPPK,Motorfiets,HONDA,09/18/2021 12:00:00 AM,2021-09-18
32058,78MPPL,Motorfiets,HARLEY DAVIDSON,09/22/2021 12:00:00 AM,2021-09-22
32060,78MPPP,Motorfiets,BMW,09/16/2021 12:00:00 AM,2021-09-16
32064,78MPPV,Motorfiets,HONDA,09/22/2021 12:00:00 AM,2021-09-22
32065,78MPPX,Motorfiets,SUZUKI,10/08/2021 12:00:00 AM,2021-10-08
32068,78MPRD,Motorfiets,BMW,09/28/2021 12:00:00 AM,2021-09-28
32069,78MPRG,Motorfiets,BMW,11/09/2021 12:00:00 AM,2021-11-09
32079,78MPRX,Motorfiets,VOGE,11/13/2021 12:00:00 AM,2021-11-13
32080,78MPRZ,Motorfiets,BENELLI,10/14/2021 12:00:00 AM,2021-10-14
32085,78MPSJ,Motorfiets,BMW,10/23/2021 12:00:00 AM,2021-10-23
32086,78MPSK,Motorfiets,SUZUKI,10/23/2021 12:00:00 AM,2021-10-23
32091,78MPST,Motorfiets,HARLEY DAVIDSON,10/29/2021 12:00:00 AM,2021-10-29
32094,78MPSZ,Motorfiets,KAWASAKI,11/19/2021 12:00:00 AM,2021-11-19
32101,78MPTK,Motorfiets,HONDA,11/18/2021 12:00:00 AM,2021-11-18
32102,78MPTL,Motorfiets,YAMAHA,11/18/2021 12:00:00 AM,2021-11-18
32104,78MPTP,Motorfiets,TRIUMPH,11/23/2021 12:00:00 AM,2021-11-23
32108,78MPTV,Motorfiets,BMW,12/03/2021 12:00:00 AM,2021-12-03
32110,78MPVB,Motorfiets,BMW,12/07/2021 12:00:00 AM,2021-12-07
32111,78MPVD,Motorfiets,BMW,12/04/2021 12:00:00 AM,2021-12-04
32113,78MPVH,Motorfiets,YAMAHA,04/01/2021 12:00:00 AM,2021-04-01
32114,78MPVJ,Motorfiets,KTM,12/13/2021 12:00:00 AM,2021-12-13
32119,78MPVR,Motorfiets,KTM,03/27/2021 12:00:00 AM,2021-03-27
32133,78MPXR,Motorfiets,KTM,03/25/2021 12:00:00 AM,2021-03-25
32134,78MPXS,Motorfiets,BMW,07/09/2021 12:00:00 AM,2021-07-09
32173,78MRDJ,Motorfiets,KTM,08/12/2021 12:00:00 AM,2021-08-12
32189,78MRFK,Motorfiets,BMW,02/26/2021 12:00:00 AM,2021-02-26
32223,78MRHX,Motorfiets,HUSQVARNA,10/19/2021 12:00:00 AM,2021-10-19
32225,78MRJB,Motorfiets,KTM,06/24/2021 12:00:00 AM,2021-06-24
32283,78MRNR,Motorfiets,YAMAHA,08/31/2021 12:00:00 AM,2021-08-31
51973,78WBB1,Middenasaanhangwagen,HULCO,07/23/2021 12:00:00 AM,2021-07-23
51974,78WBB2,Middenasaanhangwagen,EDUARD,07/24/2021 12:00:00 AM,2021-07-24
51975,78WBB3,Middenasaanhangwagen,FENDT CARAVAN,09/24/2021 12:00:00 AM,2021-09-24
51976,78WBB4,Middenasaanhangwagen,CHEVAL LIBERTE,08/14/2021 12:00:00 AM,2021-08-14
51978,78WBB6,Middenasaanhangwagen,HENRA,07/22/2021 12:00:00 AM,2021-07-22
51979,78WBB7,Middenasaanhangwagen,KNAUS,11/10/2021 12:00:00 AM,2021-11-10
51980,78WBB8,Middenasaanhangwagen,HULCO,07/19/2021 12:00:00 AM,2021-07-19
51981,78WBB9,Middenasaanhangwagen,PROLINE,08/17/2021 12:00:00 AM,2021-08-17
51997,78WBD1,Middenasaanhangwagen,FREEWHEEL,07/29/2021 12:00:00 AM,2021-07-29
51998,78WBD2,Middenasaanhangwagen,HENRA,07/20/2021 12:00:00 AM,2021-07-20
51999,78WBD3,Middenasaanhangwagen,ANSSEMS,10/29/2021 12:00:00 AM,2021-10-29
52000,78WBD4,Middenasaanhangwagen,TWINS,07/26/2021 12:00:00 AM,2021-07-26
52001,78WBD5,Middenasaanhangwagen,HAPERT,07/21/2021 12:00:00 AM,2021-07-21
52003,78WBD7,Middenasaanhangwagen,BUERSTNER,07/22/2021 12:00:00 AM,2021-07-22
52004,78WBD8,Middenasaanhangwagen,ERIBA,07/19/2021 12:00:00 AM,2021-07-19
52016,78WBF1,Middenasaanhangwagen,HENRA,07/22/2021 12:00:00 AM,2021-07-22
52018,78WBF3,Middenasaanhangwagen,HAPERT,08/04/2021 12:00:00 AM,2021-08-04
52019,78WBF4,Middenasaanhangwagen,HUMBAUR,09/25/2021 12:00:00 AM,2021-09-25
52020,78WBF5,Middenasaanhangwagen,HAPERT,10/20/2021 12:00:00 AM,2021-10-20
52021,78WBF6,Middenasaanhangwagen,VLEMMIX,10/01/2021 12:00:00 AM,2021-10-01
52022,78WBF7,Middenasaanhangwagen,SARIS,08/27/2021 12:00:00 AM,2021-08-27
52023,78WBF9,Middenasaanhangwagen,SARIS,07/26/2021 12:00:00 AM,2021-07-26
52038,78WBG1,Middenasaanhangwagen,HENRA,10/20/2021 12:00:00 AM,2021-10-20
52039,78WBG2,Middenasaanhangwagen,ANSSEMS,12/23/2021 12:00:00 AM,2021-12-23
52042,78WBG5,Middenasaanhangwagen,HULCO,11/13/2021 12:00:00 AM,2021-11-13
52044,78WBG7,Middenasaanhangwagen,IFOR WILLIAMS,08/25/2021 12:00:00 AM,2021-08-25
52045,78WBG8,Middenasaanhangwagen,CHEVAL LIBERTE,08/27/2021 12:00:00 AM,2021-08-27
52046,78WBG9,Middenasaanhangwagen,HENRA,10/25/2021 12:00:00 AM,2021-10-25
52061,78WBH1,Middenasaanhangwagen,CHEVAL LIBERTE,08/06/2021 12:00:00 AM,2021-08-06
52062,78WBH2,Middenasaanhangwagen,HOBBY,08/23/2021 12:00:00 AM,2021-08-23
52063,78WBH3,Middenasaanhangwagen,ANSSEMS,08/20/2021 12:00:00 AM,2021-08-20
52064,78WBH4,Middenasaanhangwagen,IFOR WILLIAMS,08/26/2021 12:00:00 AM,2021-08-26
52065,78WBH5,Middenasaanhangwagen,HOBBY,08/17/2021 12:00:00 AM,2021-08-17
52066,78WBH6,Middenasaanhangwagen,VLEMMIX,09/04/2021 12:00:00 AM,2021-09-04
52068,78WBH9,Middenasaanhangwagen,MOBILCHEF,08/17/2021 12:00:00 AM,2021-08-17
52081,78WBJ1,Middenasaanhangwagen,TABBERT,08/30/2021 12:00:00 AM,2021-08-30
52082,78WBJ2,Middenasaanhangwagen,EDUARD,09/03/2021 12:00:00 AM,2021-09-03
52084,78WBJ5,Middenasaanhangwagen,FENDT CARAVAN,10/01/2021 12:00:00 AM,2021-10-01
52086,78WBJ7,Middenasaanhangwagen,EDUARD,12/03/2021 12:00:00 AM,2021-12-03
52088,78WBJ9,Middenasaanhangwagen,WEIJER,08/30/2021 12:00:00 AM,2021-08-30
52103,78WBK1,Middenasaanhangwagen,IFOR WILLIAMS,08/31/2021 12:00:00 AM,2021-08-31
52106,78WBK4,Middenasaanhangwagen,KNAUS,09/17/2021 12:00:00 AM,2021-09-17
52107,78WBK5,Middenasaanhangwagen,ADRIA,09/11/2021 12:00:00 AM,2021-09-11
52108,78WBK6,Middenasaanhangwagen,WEIJER,09/23/2021 12:00:00 AM,2021-09-23
52109,78WBK7,Middenasaanhangwagen,HAPERT,10/11/2021 12:00:00 AM,2021-10-11
52123,78WBL1,Middenasaanhangwagen,ANSSEMS,09/30/2021 12:00:00 AM,2021-09-30
52124,78WBL2,Middenasaanhangwagen,SARIS,11/05/2021 12:00:00 AM,2021-11-05
52127,78WBL5,Middenasaanhangwagen,HOTRA,09/15/2021 12:00:00 AM,2021-09-15
52130,78WBL8,Middenasaanhangwagen,HAPERT,11/01/2021 12:00:00 AM,2021-11-01
52131,78WBL9,Middenasaanhangwagen,BRENDERUP,09/17/2021 12:00:00 AM,2021-09-17
52144,78WBN1,Middenasaanhangwagen,NIJENKAMP,10/25/2021 12:00:00 AM,2021-10-25
52145,78WBN2,Middenasaanhangwagen,MTM,07/27/2021 12:00:00 AM,2021-07-27
52146,78WBN3,Middenasaanhangwagen,ANSSEMS,10/16/2021 12:00:00 AM,2021-10-16
52148,78WBN5,Middenasaanhangwagen,HUMBAUR,09/27/2021 12:00:00 AM,2021-09-27
52150,78WBN8,Middenasaanhangwagen,HULCO,10/06/2021 12:00:00 AM,2021-10-06
52166,78WBP1,Middenasaanhangwagen,PROLINE,10/19/2021 12:00:00 AM,2021-10-19
52167,78WBP3,Middenasaanhangwagen,PEGA,09/29/2021 12:00:00 AM,2021-09-29
52168,78WBP4,Middenasaanhangwagen,ANSSEMS,10/05/2021 12:00:00 AM,2021-10-05
52171,78WBP7,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,10/20/2021 12:00:00 AM,2021-10-20
52185,78WBR1,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,10/16/2021 12:00:00 AM,2021-10-16
52186,78WBR2,Middenasaanhangwagen,HULCO,10/13/2021 12:00:00 AM,2021-10-13
52187,78WBR3,Middenasaanhangwagen,VLEMMIX,10/07/2021 12:00:00 AM,2021-10-07
52188,78WBR4,Middenasaanhangwagen,FENDT CARAVAN,11/08/2021 12:00:00 AM,2021-11-08
