,Kenteken,Voertuigsoort,Merk,Datum eerste toelating DT,Datum
273483,86MPVB,Motorfiets,BMW,12/07/2021 12:00:00 AM,2021-12-07
273484,86MPVD,Motorfiets,HONDA,12/07/2021 12:00:00 AM,2021-12-07
273485,86MPVF,Motorfiets,BMW,12/14/2021 12:00:00 AM,2021-12-14
273487,86MPVH,Motorfiets,ITALJET,12/11/2021 12:00:00 AM,2021-12-11
273493,86MPVR,Motorfiets,APRILIA,12/28/2021 12:00:00 AM,2021-12-28
273509,86MPXS,Motorfiets,BMW,02/22/2021 12:00:00 AM,2021-02-22
273511,86MPXV,Motorfiets,BMW,04/26/2021 12:00:00 AM,2021-04-26
273566,86MRFK,Motorfiets,HONDA,09/17/2021 12:00:00 AM,2021-09-17
273585,86MRGT,Motorfiets,KAWASAKI,04/09/2021 12:00:00 AM,2021-04-09
273593,86MRHH,Motorfiets,HONDA,01/22/2021 12:00:00 AM,2021-01-22
273612,86MRJP,Motorfiets,INDIAN MOTORCYCLE,06/24/2021 12:00:00 AM,2021-06-24
273698,86MRTB,Motorfiets,HONDA,04/26/2021 12:00:00 AM,2021-04-26
273723,86MRVZ,Motorfiets,HONDA,04/01/2021 12:00:00 AM,2021-04-01
273732,86MRXT,Motorfiets,YAMAHA,06/29/2021 12:00:00 AM,2021-06-29
293475,86WBB1,Middenasaanhangwagen,HULCO,10/16/2021 12:00:00 AM,2021-10-16
293476,86WBB2,Middenasaanhangwagen,HENRA,08/18/2021 12:00:00 AM,2021-08-18
293477,86WBB3,Middenasaanhangwagen,HULCO,07/20/2021 12:00:00 AM,2021-07-20
293478,86WBB4,Middenasaanhangwagen,DETHLEFFS,07/15/2021 12:00:00 AM,2021-07-15
293480,86WBB6,Middenasaanhangwagen,GLOWACZ,07/16/2021 12:00:00 AM,2021-07-16
293481,86WBB7,Middenasaanhangwagen,KNAUS,07/17/2021 12:00:00 AM,2021-07-17
293482,86WBB8,Middenasaanhangwagen,HULCO,12/02/2021 12:00:00 AM,2021-12-02
293483,86WBB9,Middenasaanhangwagen,KIP,07/23/2021 12:00:00 AM,2021-07-23
293498,86WBD1,Middenasaanhangwagen,EBO VAN WEEL,07/15/2021 12:00:00 AM,2021-07-15
293499,86WBD2,Middenasaanhangwagen,IFOR WILLIAMS,09/02/2021 12:00:00 AM,2021-09-02
293500,86WBD3,Middenasaanhangwagen,ANSSEMS,09/18/2021 12:00:00 AM,2021-09-18
293501,86WBD4,Middenasaanhangwagen,BOCKMANN,08/04/2021 12:00:00 AM,2021-08-04
293502,86WBD5,Middenasaanhangwagen,HAPERT,09/17/2021 12:00:00 AM,2021-09-17
293503,86WBD6,Middenasaanhangwagen,KNAUS,07/21/2021 12:00:00 AM,2021-07-21
293504,86WBD7,Middenasaanhangwagen,HOBBY,08/06/2021 12:00:00 AM,2021-08-06
293505,86WBD8,Middenasaanhangwagen,HENRA,07/21/2021 12:00:00 AM,2021-07-21
293506,86WBD9,Middenasaanhangwagen,HAPERT,07/23/2021 12:00:00 AM,2021-07-23
293520,86WBF1,Middenasaanhangwagen,DRAF,07/20/2021 12:00:00 AM,2021-07-20
293521,86WBF2,Middenasaanhangwagen,BOCKMANN,08/07/2021 12:00:00 AM,2021-08-07
293522,86WBF3,Middenasaanhangwagen,HAPERT,08/14/2021 12:00:00 AM,2021-08-14
293524,86WBF5,Middenasaanhangwagen,PROLINE,07/26/2021 12:00:00 AM,2021-07-26
293525,86WBF6,Autonome aanhangwagen,GS,07/23/2021 12:00:00 AM,2021-07-23
293527,86WBF8,Middenasaanhangwagen,IFOR WILLIAMS,11/11/2021 12:00:00 AM,2021-11-11
293542,86WBG1,Middenasaanhangwagen,HENRA,09/01/2021 12:00:00 AM,2021-09-01
293543,86WBG2,Middenasaanhangwagen,ANSSEMS,09/10/2021 12:00:00 AM,2021-09-10
293544,86WBG3,Middenasaanhangwagen,HENRA,08/18/2021 12:00:00 AM,2021-08-18
293545,86WBG4,Middenasaanhangwagen,BLYSS,09/09/2021 12:00:00 AM,2021-09-09
293547,86WBG6,Middenasaanhangwagen,FENDT CARAVAN,08/31/2021 12:00:00 AM,2021-08-31
293548,86WBG8,Middenasaanhangwagen,EASYLINE,08/05/2021 12:00:00 AM,2021-08-05
293563,86WBH2,Middenasaanhangwagen,HOBBY,09/10/2021 12:00:00 AM,2021-09-10
293564,86WBH3,Middenasaanhangwagen,HENRA,08/21/2021 12:00:00 AM,2021-08-21
293565,86WBH4,Middenasaanhangwagen,FENDT CARAVAN,09/03/2021 12:00:00 AM,2021-09-03
293566,86WBH5,Middenasaanhangwagen,CARAVELAIR,09/14/2021 12:00:00 AM,2021-09-14
293568,86WBH7,Middenasaanhangwagen,HOBBY,08/21/2021 12:00:00 AM,2021-08-21
293569,86WBH8,Middenasaanhangwagen,HOBBY,09/07/2021 12:00:00 AM,2021-09-07
293585,86WBJ1,Middenasaanhangwagen,HOBBY,09/03/2021 12:00:00 AM,2021-09-03
293587,86WBJ3,Middenasaanhangwagen,FENDT CARAVAN,10/01/2021 12:00:00 AM,2021-10-01
293589,86WBJ5,Middenasaanhangwagen,STERCKEMAN,11/03/2021 12:00:00 AM,2021-11-03
293592,86WBJ8,Middenasaanhangwagen,ADRIA,08/31/2021 12:00:00 AM,2021-08-31
293593,86WBJ9,Middenasaanhangwagen,HAPERT,09/10/2021 12:00:00 AM,2021-09-10
293608,86WBK1,Middenasaanhangwagen,FENDT CARAVAN,09/24/2021 12:00:00 AM,2021-09-24
293609,86WBK2,Middenasaanhangwagen,SARIS,10/09/2021 12:00:00 AM,2021-10-09
293610,86WBK3,Middenasaanhangwagen,HENRA,09/08/2021 12:00:00 AM,2021-09-08
293611,86WBK4,Middenasaanhangwagen,HAPERT,10/19/2021 12:00:00 AM,2021-10-19
293612,86WBK5,Middenasaanhangwagen,HAPERT,11/30/2021 12:00:00 AM,2021-11-30
293613,86WBK6,Middenasaanhangwagen,ERIBA,10/01/2021 12:00:00 AM,2021-10-01
293615,86WBK8,Middenasaanhangwagen,HAPERT,09/15/2021 12:00:00 AM,2021-09-15
293616,86WBK9,Middenasaanhangwagen,SCANVOGN,09/24/2021 12:00:00 AM,2021-09-24
293630,86WBL1,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,11/16/2021 12:00:00 AM,2021-11-16
293631,86WBL3,Middenasaanhangwagen,DETHLEFFS,09/18/2021 12:00:00 AM,2021-09-18
293632,86WBL4,Middenasaanhangwagen,PROLINE,09/13/2021 12:00:00 AM,2021-09-13
293633,86WBL5,Middenasaanhangwagen,DETHLEFFS,10/22/2021 12:00:00 AM,2021-10-22
293634,86WBL6,Middenasaanhangwagen,FRIPAAN,11/03/2021 12:00:00 AM,2021-11-03
293636,86WBL8,Middenasaanhangwagen,HAPERT,09/27/2021 12:00:00 AM,2021-09-27
293652,86WBN2,Middenasaanhangwagen,FENDT CARAVAN,09/24/2021 12:00:00 AM,2021-09-24
293655,86WBN5,Middenasaanhangwagen,EASYLINE,09/24/2021 12:00:00 AM,2021-09-24
293656,86WBN6,Middenasaanhangwagen,IFOR WILLIAMS,09/28/2021 12:00:00 AM,2021-09-28
293657,86WBN7,Middenasaanhangwagen,SANSALONI,08/10/2021 12:00:00 AM,2021-08-10
293659,86WBN9,Middenasaanhangwagen,HENRA,09/24/2021 12:00:00 AM,2021-09-24
293674,86WBP1,Middenasaanhangwagen,ANSSEMS,10/13/2021 12:00:00 AM,2021-10-13
293680,86WBP8,Middenasaanhangwagen,EDUARD,12/30/2021 12:00:00 AM,2021-12-30
293681,86WBP9,Middenasaanhangwagen,ANSSEMS,11/04/2021 12:00:00 AM,2021-11-04
293694,86WBR1,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,10/09/2021 12:00:00 AM,2021-10-09
293695,86WBR3,Middenasaanhangwagen,BOCKMANN,11/27/2021 12:00:00 AM,2021-11-27
293696,86WBR4,Middenasaanhangwagen,BUERSTNER,10/15/2021 12:00:00 AM,2021-10-15
293698,86WBR6,Middenasaanhangwagen,IFOR WILLIAMS,10/23/2021 12:00:00 AM,2021-10-23
293699,86WBR7,Middenasaanhangwagen,ANSSEMS,10/20/2021 12:00:00 AM,2021-10-20
293700,86WBR8,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,11/01/2021 12:00:00 AM,2021-11-01
293712,86WBS1,Middenasaanhangwagen,SARIS,10/29/2021 12:00:00 AM,2021-10-29
293713,86WBS2,Middenasaanhangwagen,EDUARD,10/20/2021 12:00:00 AM,2021-10-20
293714,86WBS3,Middenasaanhangwagen,SARIS,11/20/2021 12:00:00 AM,2021-11-20
293715,86WBS4,Middenasaanhangwagen,PIJNAPPEL,10/25/2021 12:00:00 AM,2021-10-25
293716,86WBS5,Middenasaanhangwagen,PIJNAPPEL,10/25/2021 12:00:00 AM,2021-10-25
293717,86WBS6,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,11/01/2021 12:00:00 AM,2021-11-01
293718,86WBS7,Middenasaanhangwagen,HAPERT,11/01/2021 12:00:00 AM,2021-11-01
293734,86WBT4,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,11/06/2021 12:00:00 AM,2021-11-06
293737,86WBT7,Middenasaanhangwagen,LINKER,12/22/2021 12:00:00 AM,2021-12-22
293754,86WBV1,Middenasaanhangwagen,NIJENKAMP,11/08/2021 12:00:00 AM,2021-11-08
293755,86WBV2,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,12/10/2021 12:00:00 AM,2021-12-10
293758,86WBV6,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,12/03/2021 12:00:00 AM,2021-12-03
293759,86WBV7,Middenasaanhangwagen,TABBERT,11/20/2021 12:00:00 AM,2021-11-20
293761,86WBV9,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,11/10/2021 12:00:00 AM,2021-11-10
293775,86WBX2,Middenasaanhangwagen,VLEMMIX,11/09/2021 12:00:00 AM,2021-11-09
293778,86WBX5,Middenasaanhangwagen,LMC,11/30/2021 12:00:00 AM,2021-11-30
293782,86WBX9,Middenasaanhangwagen,SUN WAY,11/17/2021 12:00:00 AM,2021-11-17
293798,86WBZ1,Middenasaanhangwagen,VLEMMIX,11/19/2021 12:00:00 AM,2021-11-19
293800,86WBZ3,Middenasaanhangwagen,EDUARD,12/04/2021 12:00:00 AM,2021-12-04
293801,86WBZ4,Middenasaanhangwagen,ANSSEMS,11/22/2021 12:00:00 AM,2021-11-22
293802,86WBZ5,Middenasaanhangwagen,TEMARED,11/20/2021 12:00:00 AM,2021-11-20
293803,86WBZ6,Middenasaanhangwagen,PROLINE,12/08/2021 12:00:00 AM,2021-12-08
293804,86WBZ7,Middenasaanhangwagen,SARIS,12/24/2021 12:00:00 AM,2021-12-24
293805,86WBZ8,Middenasaanhangwagen,DETHLEFFS,12/22/2021 12:00:00 AM,2021-12-22
293806,86WBZ9,Middenasaanhangwagen,IFOR WILLIAMS,12/15/2021 12:00:00 AM,2021-12-15
293844,86WDB1,Middenasaanhangwagen,HAPERT,12/06/2021 12:00:00 AM,2021-12-06
293847,86WDB4,Middenasaanhangwagen,EDUARD,12/02/2021 12:00:00 AM,2021-12-02
293852,86WDB9,Middenasaanhangwagen,SIRIUS,12/22/2021 12:00:00 AM,2021-12-22
293868,86WDD1,Middenasaanhangwagen,BW,12/03/2021 12:00:00 AM,2021-12-03
293869,86WDD2,Middenasaanhangwagen,HUMBAUR,12/17/2021 12:00:00 AM,2021-12-17
293873,86WDD7,Middenasaanhangwagen,VLEMMIX,12/14/2021 12:00:00 AM,2021-12-14
293874,86WDD8,Middenasaanhangwagen,HENRA AANHANGWAGENS BV,12/22/2021 12:00:00 AM,2021-12-22
293875,86WDD9,Middenasaanhangwagen,FREEWHEEL,12/16/2021 12:00:00 AM,2021-12-16
293895,86WDF5,Middenasaanhangwagen,ANSSEMS,12/20/2021 12:00:00 AM,2021-12-20
293896,86WDF6,Middenasaanhangwagen,DOPPSTADT,12/17/2021 12:00:00 AM,2021-12-17
293897,86WDF7,Middenasaanhangwagen,ANSSEMS,12/27/2021 12:00:00 AM,2021-12-27
293898,86WDF9,Middenasaanhangwagen,EDUARD,12/23/2021 12:00:00 AM,2021-12-23
293913,86WDG3,Middenasaanhangwagen,TEMARED,12/27/2021 12:00:00 AM,2021-12-27
294443,86WFP5,Middenasaanhangwagen,TABBERT,07/08/2021 12:00:00 AM,2021-07-08
294504,86WFT4,Middenasaanhangwagen,EBECO,11/09/2021 12:00:00 AM,2021-11-09
294568,86WFZ3,Middenasaanhangwagen,MOESLEIN,07/15/2021 12:00:00 AM,2021-07-15
295946,86WNBJ,Middenasaanhangwagen,VANCLAES,09/09/2021 12:00:00 AM,2021-09-09
297092,86WTDR,Middenasaanhangwagen,ANSSEMS,04/17/2021 12:00:00 AM,2021-04-17
297109,86WTFS,Middenasaanhangwagen,ERIBA,05/06/2021 12:00:00 AM,2021-05-06
297146,86WTJF,Middenasaanhangwagen,FENDT CARAVAN,04/06/2021 12:00:00 AM,2021-04-06
297456,86WVKP,Middenasaanhangwagen,HULCO,05/28/2021 12:00:00 AM,2021-05-28
297468,86WVLK,Middenasaanhangwagen,PROLINE,04/08/2021 12:00:00 AM,2021-04-08
297524,86WVSF,Middenasaanhangwagen,SARIS,07/06/2021 12:00:00 AM,2021-07-06
297669,86WXFG,Middenasaanhangwagen,SARIS,08/21/2021 12:00:00 AM,2021-08-21
297708,86WXHS,Middenasaanhangwagen,EDUARD,01/15/2021 12:00:00 AM,2021-01-15
297735,86WXKN,Middenasaanhangwagen,HENRA,03/24/2021 12:00:00 AM,2021-03-24
297751,86WXLN,Middenasaanhangwagen,ANSSEMS,07/31/2021 12:00:00 AM,2021-07-31
297764,86WXNJ,Middenasaanhangwagen,ANSSEMS,10/19/2021 12:00:00 AM,2021-10-19
297767,86WXNN,Middenasaanhangwagen,SARIS,01/08/2021 12:00:00 AM,2021-01-08
297771,86WXNT,Middenasaanhangwagen,ANSSEMS,07/09/2021 12:00:00 AM,2021-07-09
297782,86WXPN,Middenasaanhangwagen,HUMBAUR,09/20/2021 12:00:00 AM,2021-09-20
297790,86WXRF,Middenasaanhangwagen,SARIS,03/22/2021 12:00:00 AM,2021-03-22
297808,86WXSJ,Middenasaanhangwagen,MARLIN,01/20/2021 12:00:00 AM,2021-01-20
297811,86WXSN,Middenasaanhangwagen,HUMBAUR,04/17/2021 12:00:00 AM,2021-04-17
297812,86WXSP,Middenasaanhangwagen,TTH,01/07/2021 12:00:00 AM,2021-01-07
297813,86WXSR,Middenasaanhangwagen,BOCKMANN,12/11/2021 12:00:00 AM,2021-12-11
297814,86WXST,Middenasaanhangwagen,BUERSTNER,03/04/2021 12:00:00 AM,2021-03-04
297816,86WXSX,Middenasaanhangwagen,HOBBY,02/18/2021 12:00:00 AM,2021-02-18
297819,86WXTD,Middenasaanhangwagen,HULCO,04/14/2021 12:00:00 AM,2021-04-14
297821,86WXTG,Middenasaanhangwagen,HENRA,06/21/2021 12:00:00 AM,2021-06-21
297822,86WXTH,Middenasaanhangwagen,BUERSTNER,07/29/2021 12:00:00 AM,2021-07-29
297823,86WXTJ,Middenasaanhangwagen,ANSSEMS,01/13/2021 12:00:00 AM,2021-01-13
297834,86WXVB,Middenasaanhangwagen,SARIS,11/10/2021 12:00:00 AM,2021-11-10
297841,86WXVL,Middenasaanhangwagen,SARIS,04/07/2021 12:00:00 AM,2021-04-07
297857,86WXXN,Middenasaanhangwagen,ANSSEMS,02/17/2021 12:00:00 AM,2021-02-17
297861,86WXXT,Middenasaanhangwagen,HENRA,01/15/2021 12:00:00 AM,2021-01-15
297864,86WXXZ,Middenasaanhangwagen,HAPERT,01/08/2021 12:00:00 AM,2021-01-08
297865,86WXZB,Middenasaanhangwagen,HULCO,01/04/2021 12:00:00 AM,2021-01-04
297869,86WXZJ,Middenasaanhangwagen,ANSSEMS,01/28/2021 12:00:00 AM,2021-01-28
297870,86WXZK,Middenasaanhangwagen,ANSSEMS,09/29/2021 12:00:00 AM,2021-09-29
297871,86WXZL,Middenasaanhangwagen,SIRIUS,05/20/2021 12:00:00 AM,2021-05-20
297874,86WXZR,Middenasaanhangwagen,SARIS,01/05/2021 12:00:00 AM,2021-01-05
297875,86WXZS,Middenasaanhangwagen,HUMBAUR,04/22/2021 12:00:00 AM,2021-04-22
297876,86WXZT,Middenasaanhangwagen,ANSSEMS,01/07/2021 12:00:00 AM,2021-01-07
297881,86WZBF,Middenasaanhangwagen,HULCO,01/12/2021 12:00:00 AM,2021-01-12
297883,86WZBH,Middenasaanhangwagen,ANSSEMS,01/09/2021 12:00:00 AM,2021-01-09
297886,86WZBL,Middenasaanhangwagen,EDUARD,01/14/2021 12:00:00 AM,2021-01-14
297887,86WZBN,Middenasaanhangwagen,HENRA,01/04/2021 12:00:00 AM,2021-01-04
297889,86WZBR,Middenasaanhangwagen,IFOR WILLIAMS,01/06/2021 12:00:00 AM,2021-01-06
297890,86WZBS,Middenasaanhangwagen,HENRA,05/03/2021 12:00:00 AM,2021-05-03
297891,86WZBT,Middenasaanhangwagen,SARIS,04/07/2021 12:00:00 AM,2021-04-07
297893,86WZBX,Middenasaanhangwagen,ERIBA,03/05/2021 12:00:00 AM,2021-03-05
297894,86WZDB,Middenasaanhangwagen,HAPERT,08/27/2021 12:00:00 AM,2021-08-27
297895,86WZDD,Middenasaanhangwagen,HENRA,01/15/2021 12:00:00 AM,2021-01-15
297896,86WZDF,Middenasaanhangwagen,SARIS,01/28/2021 12:00:00 AM,2021-01-28
297897,86WZDG,Middenasaanhangwagen,HAPERT,05/01/2021 12:00:00 AM,2021-05-01
297898,86WZDH,Middenasaanhangwagen,EDUARD,01/16/2021 12:00:00 AM,2021-01-16
297899,86WZDJ,Middenasaanhangwagen,PROLINE,01/30/2021 12:00:00 AM,2021-01-30
297900,86WZDK,Middenasaanhangwagen,ANSSEMS,07/07/2021 12:00:00 AM,2021-07-07
297901,86WZDL,Middenasaanhangwagen,VLEMMIX,01/23/2021 12:00:00 AM,2021-01-23
297902,86WZDN,Middenasaanhangwagen,ANSSEMS,01/30/2021 12:00:00 AM,2021-01-30
297903,86WZDP,Middenasaanhangwagen,SARIS,02/12/2021 12:00:00 AM,2021-02-12
297904,86WZDR,Middenasaanhangwagen,ANSSEMS,03/20/2021 12:00:00 AM,2021-03-20
297905,86WZDS,Middenasaanhangwagen,NIJENKAMP,02/03/2021 12:00:00 AM,2021-02-03
297906,86WZDT,Middenasaanhangwagen,HULCO,02/24/2021 12:00:00 AM,2021-02-24
297907,86WZDV,Middenasaanhangwagen,HAPERT,09/03/2021 12:00:00 AM,2021-09-03
297908,86WZDX,Middenasaanhangwagen,HUMBAUR,06/05/2021 12:00:00 AM,2021-06-05
297909,86WZDZ,Middenasaanhangwagen,PROLINE,01/25/2021 12:00:00 AM,2021-01-25
297910,86WZFB,Middenasaanhangwagen,HAPERT,01/29/2021 12:00:00 AM,2021-01-29
297911,86WZFD,Middenasaanhangwagen,SARIS,03/12/2021 12:00:00 AM,2021-03-12
297912,86WZFF,Middenasaanhangwagen,ANSSEMS,03/04/2021 12:00:00 AM,2021-03-04
297913,86WZFG,Middenasaanhangwagen,VLEMMIX,01/27/2021 12:00:00 AM,2021-01-27
297914,86WZFH,Middenasaanhangwagen,CARAVELAIR,04/28/2021 12:00:00 AM,2021-04-28
297915,86WZFJ,Middenasaanhangwagen,ANSSEMS,02/22/2021 12:00:00 AM,2021-02-22
297916,86WZFK,Middenasaanhangwagen,HENRA,02/04/2021 12:00:00 AM,2021-02-04
297917,86WZFL,Middenasaanhangwagen,ANSSEMS,02/02/2021 12:00:00 AM,2021-02-02
297919,86WZFP,Middenasaanhangwagen,HENRA,03/29/2021 12:00:00 AM,2021-03-29
297921,86WZFS,Middenasaanhangwagen,HAPERT,03/24/2021 12:00:00 AM,2021-03-24
297922,86WZFT,Middenasaanhangwagen,PROLINE,02/26/2021 12:00:00 AM,2021-02-26
297924,86WZFX,Middenasaanhangwagen,DETHLEFFS,02/16/2021 12:00:00 AM,2021-02-16
297925,86WZFZ,Middenasaanhangwagen,EDUARD,02/23/2021 12:00:00 AM,2021-02-23
297926,86WZGB,Middenasaanhangwagen,HULCO,03/10/2021 12:00:00 AM,2021-03-10
297928,86WZGG,Middenasaanhangwagen,HAPERT,03/12/2021 12:00:00 AM,2021-03-12
297929,86WZGH,Middenasaanhangwagen,SARIS,05/08/2021 12:00:00 AM,2021-05-08
297930,86WZGJ,Middenasaanhangwagen,TITAN JELSUM,02/19/2021 12:00:00 AM,2021-02-19
297932,86WZGL,Middenasaanhangwagen,EASYLINE,03/02/2021 12:00:00 AM,2021-03-02
297933,86WZGN,Middenasaanhangwagen,HAPERT,02/19/2021 12:00:00 AM,2021-02-19
297934,86WZGP,Middenasaanhangwagen,IFOR WILLIAMS,02/18/2021 12:00:00 AM,2021-02-18
297936,86WZGS,Middenasaanhangwagen,FENDT CARAVAN,04/20/2021 12:00:00 AM,2021-04-20
297937,86WZGV,Middenasaanhangwagen,TTH,02/18/2021 12:00:00 AM,2021-02-18
297938,86WZGX,Middenasaanhangwagen,HULCO,02/24/2021 12:00:00 AM,2021-02-24
297939,86WZGZ,Middenasaanhangwagen,HENRA,03/19/2021 12:00:00 AM,2021-03-19
297940,86WZHB,Middenasaanhangwagen,FENDT CARAVAN,02/19/2021 12:00:00 AM,2021-02-19
297941,86WZHD,Middenasaanhangwagen,EDUARD,03/26/2021 12:00:00 AM,2021-03-26
297942,86WZHF,Middenasaanhangwagen,ANSSEMS,03/30/2021 12:00:00 AM,2021-03-30
297943,86WZHG,Middenasaanhangwagen,HENRA,02/26/2021 12:00:00 AM,2021-02-26
297944,86WZHH,Middenasaanhangwagen,HOBBY,03/06/2021 12:00:00 AM,2021-03-06
297946,86WZHK,Middenasaanhangwagen,KNAUS,03/01/2021 12:00:00 AM,2021-03-01
297947,86WZHL,Middenasaanhangwagen,LINKER,03/03/2021 12:00:00 AM,2021-03-03
297948,86WZHN,Middenasaanhangwagen,EDUARD,04/22/2021 12:00:00 AM,2021-04-22
297949,86WZHP,Middenasaanhangwagen,EBO VAN WEEL,03/02/2021 12:00:00 AM,2021-03-02
297950,86WZHR,Middenasaanhangwagen,HMS,03/01/2021 12:00:00 AM,2021-03-01
297951,86WZHS,Middenasaanhangwagen,HAPERT,03/05/2021 12:00:00 AM,2021-03-05
297952,86WZHT,Middenasaanhangwagen,SARIS,03/17/2021 12:00:00 AM,2021-03-17
297953,86WZHV,Middenasaanhangwagen,NIEWIADOW,03/04/2021 12:00:00 AM,2021-03-04
297954,86WZHX,Middenasaanhangwagen,WEIJER,05/03/2021 12:00:00 AM,2021-05-03
297955,86WZHZ,Middenasaanhangwagen,HAPERT,11/11/2021 12:00:00 AM,2021-11-11
297956,86WZJB,Middenasaanhangwagen,HULCO,03/10/2021 12:00:00 AM,2021-03-10
297957,86WZJD,Middenasaanhangwagen,FENDT CARAVAN,04/14/2021 12:00:00 AM,2021-04-14
297958,86WZJF,Middenasaanhangwagen,DETHLEFFS,03/31/2021 12:00:00 AM,2021-03-31
297959,86WZJG,Middenasaanhangwagen,PROLINE,03/09/2021 12:00:00 AM,2021-03-09
297962,86WZJL,Middenasaanhangwagen,SARIS,03/31/2021 12:00:00 AM,2021-03-31
297963,86WZJN,Middenasaanhangwagen,VLEMMIX,03/12/2021 12:00:00 AM,2021-03-12
297964,86WZJP,Middenasaanhangwagen,ANSSEMS,04/26/2021 12:00:00 AM,2021-04-26
297965,86WZJR,Middenasaanhangwagen,HENRA,06/02/2021 12:00:00 AM,2021-06-02
297966,86WZJS,Middenasaanhangwagen,HOBBY,03/25/2021 12:00:00 AM,2021-03-25
297967,86WZJT,Middenasaanhangwagen,HULCO,11/24/2021 12:00:00 AM,2021-11-24
297968,86WZJV,Middenasaanhangwagen,HENRA,03/25/2021 12:00:00 AM,2021-03-25
297970,86WZKB,Middenasaanhangwagen,HAPERT,03/19/2021 12:00:00 AM,2021-03-19
297971,86WZKD,Middenasaanhangwagen,HOBBY,05/27/2021 12:00:00 AM,2021-05-27
297972,86WZKF,Middenasaanhangwagen,BRIAN JAMES TRAILERS,05/08/2021 12:00:00 AM,2021-05-08
297973,86WZKG,Middenasaanhangwagen,FENDT CARAVAN,08/27/2021 12:00:00 AM,2021-08-27
297974,86WZKH,Middenasaanhangwagen,ADRIA,03/22/2021 12:00:00 AM,2021-03-22
297975,86WZKJ,Middenasaanhangwagen,ANSSEMS,03/22/2021 12:00:00 AM,2021-03-22
297976,86WZKK,Middenasaanhangwagen,KNAUS,03/30/2021 12:00:00 AM,2021-03-30
297977,86WZKL,Middenasaanhangwagen,HUMBAUR,10/15/2021 12:00:00 AM,2021-10-15
297978,86WZKN,Middenasaanhangwagen,KABE,04/21/2021 12:00:00 AM,2021-04-21
297979,86WZKP,Middenasaanhangwagen,ADRIA,04/05/2021 12:00:00 AM,2021-04-05
297980,86WZKR,Middenasaanhangwagen,HULCO,04/08/2021 12:00:00 AM,2021-04-08
297981,86WZKS,Middenasaanhangwagen,ANSSEMS,04/16/2021 12:00:00 AM,2021-04-16
297982,86WZKT,Middenasaanhangwagen,WEINSBERG,04/06/2021 12:00:00 AM,2021-04-06
297983,86WZKV,Middenasaanhangwagen,HENRA,03/29/2021 12:00:00 AM,2021-03-29
297984,86WZKX,Middenasaanhangwagen,HAPERT,03/29/2021 12:00:00 AM,2021-03-29
297985,86WZKZ,Middenasaanhangwagen,DETHLEFFS,04/01/2021 12:00:00 AM,2021-04-01
297986,86WZLB,Middenasaanhangwagen,PETERS,04/07/2021 12:00:00 AM,2021-04-07
297987,86WZLD,Middenasaanhangwagen,DECONTA,03/26/2021 12:00:00 AM,2021-03-26
297988,86WZLF,Middenasaanhangwagen,HAPERT,04/01/2021 12:00:00 AM,2021-04-01
297989,86WZLG,Middenasaanhangwagen,CARAVELAIR,04/23/2021 12:00:00 AM,2021-04-23
297990,86WZLH,Middenasaanhangwagen,ANSSEMS,05/22/2021 12:00:00 AM,2021-05-22
297991,86WZLK,Middenasaanhangwagen,SARIS,04/20/2021 12:00:00 AM,2021-04-20
297992,86WZLN,Middenasaanhangwagen,HULCO,09/17/2021 12:00:00 AM,2021-09-17
297993,86WZLP,Middenasaanhangwagen,EBO VAN WEEL,04/02/2021 12:00:00 AM,2021-04-02
297994,86WZLR,Middenasaanhangwagen,EDUARD,04/10/2021 12:00:00 AM,2021-04-10
297995,86WZLS,Middenasaanhangwagen,ERIBA,04/21/2021 12:00:00 AM,2021-04-21
297996,86WZLT,Middenasaanhangwagen,CARAVELAIR,04/13/2021 12:00:00 AM,2021-04-13
297997,86WZLV,Middenasaanhangwagen,HAPERT,04/13/2021 12:00:00 AM,2021-04-13
297998,86WZLX,Middenasaanhangwagen,KONAG,04/07/2021 12:00:00 AM,2021-04-07
297999,86WZLZ,Middenasaanhangwagen,HOBBY,04/16/2021 12:00:00 AM,2021-04-16
298000,86WZNB,Middenasaanhangwagen,SARIS,07/21/2021 12:00:00 AM,2021-07-21
298001,86WZND,Middenasaanhangwagen,KALF,04/08/2021 12:00:00 AM,2021-04-08
298002,86WZNF,Middenasaanhangwagen,HOBBY,04/15/2021 12:00:00 AM,2021-04-15
298003,86WZNG,Middenasaanhangwagen,TOHACO,04/13/2021 12:00:00 AM,2021-04-13
298004,86WZNH,Middenasaanhangwagen,HULCO,04/30/2021 12:00:00 AM,2021-04-30
298006,86WZNL,Middenasaanhangwagen,FREEWHEEL,04/16/2021 12:00:00 AM,2021-04-16
298007,86WZNN,Middenasaanhangwagen,HAPERT,04/16/2021 12:00:00 AM,2021-04-16
298009,86WZNR,Middenasaanhangwagen,HAPERT,05/28/2021 12:00:00 AM,2021-05-28
