,Kenteken,Brandstof omschrijving,Brandstofverbruik buiten de stad,Brandstofverbruik gecombineerd,CO2 uitstoot gecombineerd,CO2 uitstoot gewogen,Elektrisch verbruik enkel elektrisch wltp,Actie radius enkel elektrisch wltp,Actie radius enkel elektrisch stad wltp,Elektrisch verbruik extern opladen wltp,Actie radius extern opladen wltp,Actie radius extern opladen stad wltp,Max vermogen 15 minuten,Max vermogen 60 minuten,Netto max vermogen elektrisch
253894,FFP47V,Elektriciteit,,,,,,,,,,,,,
253895,FFP47X,Elektriciteit,,,,,,,,,,,,,
253896,FFP47Z,Elektriciteit,,,,,,,,,,,,,
253897,FFP48B,Elektriciteit,,,,,,,,,,,,,
253899,FFP48F,Elektriciteit,,,,,,,,,,,,,
253900,FFP48G,Benzine,,,,,,,,,,,,,
253901,FFP48H,Benzine,,2.6,57.0,,,,,,,,,,
253902,FFP48J,Elektriciteit,,,,,,,,,,,,,
253904,FFP48L,Benzine,,,,,,,,,,,,,
253905,FFP48N,Elektriciteit,,,,,,,,,,,,,
253906,FFP48P,Benzine,,,,,,,,,,,,,
253908,FFP48S,Benzine,,,,,,,,,,,,,
253909,FFP48T,Elektriciteit,,,,,,,,,,,,,
253910,FFP48V,Elektriciteit,,,,,,,,,,,,,
253911,FFP48X,Elektriciteit,,,,,,,,,,,,,
253912,FFP48Z,Elektriciteit,,,,,,,,,,,,,
253913,FFP49B,Elektriciteit,,,,,,,,,,,,,
253914,FFP49D,Elektriciteit,,,,,,,,,,,,,
253915,FFP49F,Benzine,,,,,,,,,,,,,
253917,FFP49H,Benzine,,3.6,82.0,,,,,,,,,,
253918,FFP49J,Elektriciteit,,,,,,,,,,,,,
253920,FFP49L,Elektriciteit,,,,,,,,,,,,,
253921,FFP49P,Benzine,,,,,,,,,,,,,
253922,FFP49R,Benzine,,,,,,,,,,,,,
253924,FFP49T,Elektriciteit,,,,,,,,,,,,,
253925,FFP49V,Elektriciteit,,,,,,,,,,,,,
253926,FFP50B,Elektriciteit,,,,,,,,,,,,,
253927,FFP50D,Elektriciteit,,,,,,,,,,,,,
253928,FFP50F,Benzine,,,,,,,,,,,,,
253929,FFP50G,Benzine,,,,,,,,,,,,,
253930,FFP50H,Benzine,,2.1,47.0,,,,,,,,,,
253931,FFP50J,Diesel,,,,,,,,,,,,,
253933,FFP50L,Elektriciteit,,,,,,,,,,,,,
253934,FFP50N,Benzine,,,,,,,,,,,,,
253935,FFP50P,Benzine,,,,,,,,,,,,,
253936,FFP50R,Elektriciteit,,,,,,,,,,,,,
253938,FFP50T,Elektriciteit,,,,,,,,,,,,,
253939,FFP50V,Elektriciteit,,,,,,,,,,,,,
253940,FFP50X,Elektriciteit,,,,,,,,,,,,,
253941,FFP50Z,Elektriciteit,,,,,,,,,,,,,
253942,FFP51B,Elektriciteit,,,,,,,,,,,,,
253943,FFP51D,Elektriciteit,,,,,,,,,,,,,
253944,FFP51F,Benzine,,,,,,,,,,,,,
253945,FFP51G,Benzine,,,,,,,,,,,,,
253946,FFP51H,Benzine,,2.9,65.0,,,,,,,,,,
253947,FFP51J,Elektriciteit,,,,,,,,,,,,,
253949,FFP51L,Benzine,,,,,,,,,,,,,
253951,FFP51P,Benzine,,,,,,,,,,,,,
253954,FFP51T,Elektriciteit,,,,,,,,,,,,,
253955,FFP51V,Elektriciteit,,,,,,,,,,,,,
253956,FFP51X,Elektriciteit,,,,,,,,,,,,,
253957,FFP51Z,Elektriciteit,,,,,,,,,,,,,
253958,FFP52B,Elektriciteit,,,,,,,,,,,,,
253959,FFP52D,Elektriciteit,,,,,,,,,,,,,
253960,FFP52F,Benzine,,,,,,,,,,,,,
253961,FFP52H,Benzine,,3.6,82.0,,,,,,,,,,
253962,FFP52J,Benzine,,,,,,,,,,,,,
253964,FFP52L,Benzine,,,,,,,,,,,,,
253966,FFP52P,Benzine,,,,,,,,,,,,,
253967,FFP52R,Diesel,,,,,,,,,,,,,
253969,FFP52T,Elektriciteit,,,,,,,,,,,,,
253970,FFP52V,Elektriciteit,,,,,,,,,,,,,
253971,FFP52X,Elektriciteit,,,,,,,,,,,,,
253972,FFP52Z,Elektriciteit,,,,,,,,,,,,,
253973,FFP53B,Elektriciteit,,,,,,,,,,,,,
253974,FFP53D,Elektriciteit,,,,,,,,,,,,,
253975,FFP53F,Benzine,,,,,,,,,,,,,
253976,FFP53G,Benzine,,,,,,,,,,,,,
253977,FFP53H,Benzine,,2.6,57.0,,,,,,,,,,
253978,FFP53J,Elektriciteit,,,,,,,,,,,,,
253980,FFP53L,Benzine,,,,,,,,,,,,,
253981,FFP53N,Elektriciteit,,,,,,,,,,,0.25,,
253982,FFP53P,Benzine,,,,,,,,,,,,,
253983,FFP53R,Elektriciteit,,,,,,,,,,,,,
253985,FFP53V,Elektriciteit,,,,,,,,,,,,,
253986,FFP53X,Elektriciteit,,,,,,,,,,,,,
253987,FFP54B,Elektriciteit,,,,,,,,,,,,,
253988,FFP54D,Elektriciteit,,,,,,,,,,,,,
253989,FFP54F,Benzine,,,,,,,,,,,,,
253990,FFP54G,Elektriciteit,,,,,,,,,,,,,
253991,FFP54H,Benzine,,2.9,65.0,,,,,,,,,,
253992,FFP54J,Benzine,,,,,,,,,,,,,
253994,FFP54L,Benzine,,,,,,,,,,,,,
253995,FFP54N,Benzine,,,,,,,,,,,,,
253996,FFP54P,Benzine,,,,,,,,,,,,,
253997,FFP54R,Elektriciteit,,,,,,,,,,,,,
253998,FFP54S,Elektriciteit,,,,,,,,,,,,,
253999,FFP54T,Elektriciteit,,,,,,,,,,,,,
254000,FFP54X,Elektriciteit,,,,,,,,,,,,,
254001,FFP54Z,Elektriciteit,,,,,,,,,,,,,
254002,FFP55B,Elektriciteit,,,,,,,,,,,,,
254003,FFP55D,Elektriciteit,,,,,,,,,,,,,
254004,FFP55F,Benzine,,,,,,,,,,,,,
254005,FFP55G,Benzine,,,,,,,,,,,,,
254006,FFP55H,Benzine,,2.9,65.0,,,,,,,,,,
254007,FFP55J,Benzine,,,,,,,,,,,,,
254008,FFP55L,Benzine,,,,,,,,,,,,,
254009,FFP55N,Elektriciteit,,,,,,,,,,,,,
254010,FFP55P,Benzine,,,,,,,,,,,,,
254013,FFP55T,Elektriciteit,,,,,,,,,,,,,
254014,FFP55V,Elektriciteit,,,,,,,,,,,,,
254015,FFP55X,Elektriciteit,,,,,,,,,,,,,
254016,FFP55Z,Elektriciteit,,,,,,,,,,,,,
254017,FFP56B,Elektriciteit,,,,,,,,,,,,,
254018,FFP56D,Elektriciteit,,,,,,,,,,,,,
254019,FFP56F,Benzine,,,,,,,,,,,,,
254020,FFP56G,Benzine,,,,,,,,,,,,,
254021,FFP56H,Benzine,,2.1,47.0,,,,,,,,,,
254022,FFP56J,Benzine,,,,,,,,,,,,,
254024,FFP56L,Benzine,,,,,,,,,,,,,
254025,FFP56N,Benzine,,,,,,,,,,,,,
254026,FFP56P,Benzine,,,,,,,,,,,,,
254027,FFP56R,Benzine,,,,,,,,,,,,,
254028,FFP56S,Benzine,,,,,,,,,,,,,
254029,FFP56V,Elektriciteit,,,,,,,,,,,,,
254030,FFP56X,Elektriciteit,,,,,,,,,,,,,
254031,FFP56Z,Elektriciteit,,,,,,,,,,,,,
254032,FFP57D,Elektriciteit,,,,,,,,,,,,,
254034,FFP57G,Elektriciteit,,,,,,,,,,,,,
254035,FFP57H,Benzine,,2.6,57.0,,,,,,,,,,
254036,FFP57J,Benzine,,,,,,,,,,,,,
254038,FFP57L,Benzine,,,,,,,,,,,,,
254039,FFP57N,Benzine,,,,,,,,,,,,,
254040,FFP57P,Benzine,,,,,,,,,,,,,
254041,FFP57R,Elektriciteit,,,,,,,,,,,,,
254042,FFP57S,Elektriciteit,,,,,,,,,,,,,
254043,FFP57T,Elektriciteit,,,,,,,,,,,,,
254044,FFP57V,Elektriciteit,,,,,,,,,,,,,
254045,FFP57X,Elektriciteit,,,,,,,,,,,,,
254046,FFP57Z,Elektriciteit,,,,,,,,,,,,,
254047,FFP58B,Elektriciteit,,,,,,,,,,,,,
254048,FFP58D,Elektriciteit,,,,,,,,,,,,,
254049,FFP58F,Benzine,,,,,,,,,,,,,
254050,FFP58G,Benzine,,,,,,,,,,,,,
254051,FFP58H,Benzine,,2.6,57.0,,,,,,,,,,
254052,FFP58J,Benzine,,,,,,,,,,,,,
254054,FFP58L,Benzine,,,,,,,,,,,,,
254055,FFP58N,Benzine,,,,,,,,,,,,,
254056,FFP58P,Benzine,,,,,,,,,,,,,
254057,FFP58R,Elektriciteit,,,,,,,,,,,,,
254058,FFP58S,Benzine,,,,,,,,,,,,,
254059,FFP58T,Elektriciteit,,,,,,,,,,,,,
254060,FFP58V,Elektriciteit,,,,,,,,,,,,,
254061,FFP58Z,Elektriciteit,,,,,,,,,,,,,
254062,FFP59B,Elektriciteit,,,,,,,,,,,,,
254064,FFP59F,Benzine,,,,,,,,,,,,,
254065,FFP59G,Elektriciteit,,,,,,,,,,,,,
254066,FFP59H,Benzine,,2.6,57.0,,,,,,,,,,
254067,FFP59J,Elektriciteit,,,,,,,,,,,0.25,,
254069,FFP59L,Benzine,,,,,,,,,,,,,
254070,FFP59N,Benzine,,,,,,,,,,,,,
254071,FFP59P,Benzine,,,,,,,,,,,,,
254072,FFP59R,Elektriciteit,,,,,,,,,,,,,
254073,FFP59S,Elektriciteit,,,,,,,,,,,,,
254074,FFP59T,Elektriciteit,,,,,,,,,,,,,
254075,FFP59X,Elektriciteit,,,,,,,,,,,,,
254076,FFP59Z,Elektriciteit,,,,,,,,,,,,,
254077,FFP60B,Elektriciteit,,,,,,,,,,,,,
254078,FFP60D,Elektriciteit,,,,,,,,,,,,,
254080,FFP60G,Benzine,,,,,,,,,,,,,
254081,FFP60H,Benzine,,3.6,82.0,,,,,,,,,,
254083,FFP60L,Benzine,,,,,,,,,,,,,
254085,FFP60P,Benzine,,,,,,,,,,,,,
254086,FFP60R,Elektriciteit,,,,,,,,,,,,,
254087,FFP60S,Benzine,,,,,,,,,,,,,
254088,FFP60T,Elektriciteit,,,,,,,,,,,,,
254089,FFP60V,Elektriciteit,,,,,,,,,,,,,
254090,FFP60X,Benzine,,,,,,,,,,,,,
254091,FFP60Z,Elektriciteit,,,,,,,,,,,,,
254092,FFP61B,Elektriciteit,,,,,,,,,,,,,
254093,FFP61D,Elektriciteit,,,,,,,,,,,,,
254094,FFP61F,Elektriciteit,,,,,,,,,,,,,
254095,FFP61G,Benzine,,,,,,,,,,,,,
254096,FFP61H,Benzine,,2.6,57.0,,,,,,,,,,
254097,FFP61J,Diesel,,,,,,,,,,,,,
254099,FFP61L,Benzine,,,,,,,,,,,,,
254100,FFP61N,Elektriciteit,,,,,,,,,,,,,
254101,FFP61P,Benzine,,,,,,,,,,,,,
254102,FFP61R,Elektriciteit,,,,,,,,,,,,,
254103,FFP61S,Benzine,,,,,,,,,,,,,
254104,FFP61T,Elektriciteit,,,,,,,,,,,,,
254105,FFP61V,Elektriciteit,,,,,,,,,,,,,
254106,FFP61X,Benzine,,,,,,,,,,,,,
254107,FFP61Z,Elektriciteit,,,,,,,,,,,,,
254108,FFP62D,Elektriciteit,,,,,,,,,,,,,
254109,FFP62F,Benzine,,2.6,57.0,,,,,,,,,,
254110,FFP62G,Elektriciteit,,,,,,,,,,,,,
254111,FFP62H,Benzine,,2.6,57.0,,,,,,,,,,
254112,FFP62J,Benzine,,,,,,,,,,,,,
254114,FFP62L,Benzine,,,,,,,,,,,,,
254115,FFP62N,Elektriciteit,,,,,,,,,,,,,
254116,FFP62P,Benzine,,,,,,,,,,,,,
254117,FFP62R,Elektriciteit,,,,,,,,,,,,,
254118,FFP62S,Benzine,,,,,,,,,,,,,
254119,FFP62T,Elektriciteit,,,,,,,,,,,,,
254120,FFP62V,Elektriciteit,,,,,,,,,,,,,
254121,FFP62X,Elektriciteit,,,,,,,,,,,,,
254122,FFP62Z,Elektriciteit,,,,,,,,,,,,,
254123,FFP63B,Elektriciteit,,,,,,,,,,,,,
254124,FFP63D,Elektriciteit,,,,,,,,,,,,,
254125,FFP63F,Benzine,,2.6,57.0,,,,,,,,,,
254126,FFP63G,Benzine,,,,,,,,,,,,,
254127,FFP63H,Benzine,,2.6,57.0,,,,,,,,,,
254128,FFP63J,Benzine,,,,,,,,,,,,,
254130,FFP63L,Benzine,,,,,,,,,,,,,
254131,FFP63N,Elektriciteit,,,,,,,,,,,,,
254132,FFP63P,Benzine,,,,,,,,,,,,,
254133,FFP63R,Elektriciteit,,,,,,,,,,,,,
254134,FFP63S,Benzine,,2.6,57.0,,,,,,,,,,
254135,FFP63T,Elektriciteit,,,,,,,,,,,,,
254136,FFP63V,Elektriciteit,,,,,,,,,,,,,
254137,FFP63Z,Elektriciteit,,,,,,,,,,,,,
254138,FFP64B,Benzine,,2.3,53.0,,,,,,,,,,
254139,FFP64D,Elektriciteit,,,,,,,,,,,,,
254140,FFP64F,Benzine,,2.6,57.0,,,,,,,,,,
254141,FFP64G,Elektriciteit,,,,,,,,,,,,,
254142,FFP64H,Benzine,,2.6,57.0,,,,,,,,,,
254143,FFP64J,Benzine,,,,,,,,,,,,,
254145,FFP64L,Benzine,,,,,,,,,,,,,
254147,FFP64P,Benzine,,,,,,,,,,,,,
254148,FFP64R,Elektriciteit,,,,,,,,,,,,,
254149,FFP64S,Benzine,,2.6,57.0,,,,,,,,,,
254150,FFP64T,Elektriciteit,,,,,,,,,,,,,
254151,FFP64V,Elektriciteit,,,,,,,,,,,,,
254152,FFP64X,Elektriciteit,,,,,,,,,,,,,
254153,FFP64Z,Elektriciteit,,,,,,,,,,,,,
254154,FFP65B,Benzine,,2.6,57.0,,,,,,,,,,
254156,FFP65F,Benzine,,2.6,57.0,,,,,,,,,,
254157,FFP65G,Benzine,,,,,,,,,,,,,
254158,FFP65H,Benzine,,2.6,57.0,,,,,,,,,,
254159,FFP65J,Elektriciteit,,,,,,,,,,,,,
254161,FFP65L,Benzine,,,,,,,,,,,,,
254164,FFP65R,Elektriciteit,,,,,,,,,,,,,
254165,FFP65S,Benzine,,2.6,57.0,,,,,,,,,,
254166,FFP65T,Elektriciteit,,,,,,,,,,,,,
254167,FFP65V,Elektriciteit,,,,,,,,,,,,,
254168,FFP65X,Elektriciteit,,,,,,,,,,,,,
254169,FFP65Z,Elektriciteit,,,,,,,,,,,,,
254170,FFP66B,Benzine,,2.6,57.0,,,,,,,,,,
254171,FFP66D,Elektriciteit,,,,,,,,,,,,,
254172,FFP66F,Benzine,,3.6,82.0,,,,,,,,,,
254173,FFP66G,Benzine,,,,,,,,,,,,,
254174,FFP66H,Benzine,,2.6,57.0,,,,,,,,,,
254175,FFP66J,Benzine,,,,,,,,,,,,,
254177,FFP66L,Benzine,,,,,,,,,,,,,
254178,FFP66N,Elektriciteit,,,,,,,,,,,,,
254179,FFP66P,Benzine,,,,,,,,,,,,,
254180,FFP66R,Benzine,,,,,,,,,,,,,
254181,FFP66S,Benzine,,2.6,57.0,,,,,,,,,,
254182,FFP66T,Elektriciteit,,,,,,,,,,,,,
254183,FFP66V,Elektriciteit,,,,,,,,,,,,,
254184,FFP66X,Elektriciteit,,,,,,,,,,,,,
254185,FFP66Z,Elektriciteit,,,,,,,,,,,,,
254186,FFP67B,Benzine,,2.6,57.0,,,,,,,,,,
254187,FFP67D,Elektriciteit,,,,,,,,,,,,,
254188,FFP67F,Benzine,,2.1,47.0,,,,,,,,,,
254189,FFP67G,Benzine,,,,,,,,,,,,,
254190,FFP67H,Benzine,,3.6,82.0,,,,,,,,,,
254191,FFP67J,Benzine,,,,,,,,,,,,,
254193,FFP67L,Elektriciteit,,,,,,,,,,,,,
254194,FFP67N,Benzine,,,,,,,,,,,,,
254195,FFP67P,Benzine,,,,,,,,,,,,,
254196,FFP67R,Elektriciteit,,,,,,,,,,,,,
254197,FFP67T,Elektriciteit,,,,,,,,,,,,,
254198,FFP67V,Elektriciteit,,,,,,,,,,,,,
254199,FFP67X,Elektriciteit,,,,,,,,,,,,,
254200,FFP68B,Benzine,,2.6,57.0,,,,,,,,,,
254201,FFP68D,Elektriciteit,,,,,,,,,,,,,
254202,FFP68F,Benzine,,2.9,65.0,,,,,,,,,,
254203,FFP68G,Benzine,,,,,,,,,,,,,
254204,FFP68H,Benzine,,2.6,57.0,,,,,,,,,,
254205,FFP68J,Benzine,,,,,,,,,,,,,
254206,FFP68K,Elektriciteit,,,,,,,,,,,,,
254207,FFP68L,Benzine,,,,,,,,,,,,,
254208,FFP68N,Benzine,,,,,,,,,,,,,
254210,FFP68R,Elektriciteit,,,,,,,,,,,,,
254211,FFP68S,Benzine,,2.6,57.0,,,,,,,,,,
254212,FFP68T,Elektriciteit,,,,,,,,,,,,,
254213,FFP68X,Elektriciteit,,,,,,,,,,,,,
254214,FFP68Z,Elektriciteit,,,,,,,,,,,,,
254215,FFP69B,Benzine,,3.6,82.0,,,,,,,,,,
254216,FFP69D,Elektriciteit,,,,,,,,,,,,,
254218,FFP69G,Elektriciteit,,,,,,,,,,,,,
254219,FFP69H,Benzine,,3.6,82.0,,,,,,,,,,
254220,FFP69J,Benzine,,,,,,,,,,,,,
254221,FFP69K,Elektriciteit,,,,,,,,,,,,,
254222,FFP69L,Benzine,,,,,,,,,,,,,
254223,FFP69N,Elektriciteit,,,,,,,,,,,,,
254224,FFP69P,Benzine,,,,,,,,,,,,,
254225,FFP69R,Elektriciteit,,,,,,,,,,,,,
254226,FFP69S,Benzine,,2.6,57.0,,,,,,,,,,
254227,FFP69T,Elektriciteit,,,,,,,,,,,,,
254228,FFP69V,Elektriciteit,,,,,,,,,,,,,
254229,FFP70B,Benzine,,3.6,82.0,,,,,,,,,,
254230,FFP70D,Benzine,,,,,,,,,,,,,
254232,FFP70G,Elektriciteit,,,,,,,,,,,,,
254233,FFP70H,Benzine,,3.6,82.0,,,,,,,,,,
254234,FFP70J,Benzine,,,,,,,,,,,,,
254235,FFP70K,Benzine,,,,,,,,,,,,,
254236,FFP70L,Benzine,,,,,,,,,,,,,
254237,FFP70N,Elektriciteit,,,,,,,,,,,,,
254238,FFP70P,Benzine,,,,,,,,,,,,,
254240,FFP70S,Benzine,,3.6,82.0,,,,,,,,,,
254241,FFP70T,Elektriciteit,,,,,,,,,,,,,
254242,FFP70V,Elektriciteit,,,,,,,,,,,,,
254243,FFP70X,Elektriciteit,,,,,,,,,,,,,
254244,FFP71B,Benzine,,2.6,57.0,,,,,,,,,,
254245,FFP71D,Benzine,,,,,,,,,,,,,
254246,FFP71F,Benzine,,2.6,57.0,,,,,,,,,,
254247,FFP71G,Elektriciteit,,,,,,,,,,,,,
254248,FFP71H,Benzine,,3.6,82.0,,,,,,,,,,
254251,FFP71L,Benzine,,,,,,,,,,,,,
254252,FFP71N,Elektriciteit,,,,,,,,,,,,,
254253,FFP71P,Benzine,,,,,,,,,,,,,
254254,FFP71R,Elektriciteit,,,,,,,,,,,,,
254255,FFP71S,Benzine,,2.6,57.0,,,,,,,,,,
254256,FFP71T,Elektriciteit,,,,,,,,,,,,,
254257,FFP71V,Elektriciteit,,,,,,,,,,,,,
254258,FFP71X,Elektriciteit,,,,,,,,,,,,,
254259,FFP71Z,Elektriciteit,,,,,,,,,,,,,
254260,FFP72B,Benzine,,2.6,57.0,,,,,,,,,,
254261,FFP72D,Benzine,,,,,,,,,,,,,
254262,FFP72F,Benzine,,3.6,82.0,,,,,,,,,,
254263,FFP72G,Elektriciteit,,,,,,,,,,,,,
254264,FFP72H,Benzine,,2.6,57.0,,,,,,,,,,
254265,FFP72J,Benzine,,,,,,,,,,,,,
254266,FFP72K,Benzine,,,,,,,,,,,,,
254267,FFP72L,Benzine,,,,,,,,,,,,,
254268,FFP72N,Elektriciteit,,,,,,,,,,,,,
254269,FFP72P,Benzine,,,,,,,,,,,,,
254270,FFP72R,Elektriciteit,,,,,,,,,,,,,
254271,FFP72S,Benzine,,2.6,57.0,,,,,,,,,,
254272,FFP72T,Elektriciteit,,,,,,,,,,,,,
254273,FFP72V,Elektriciteit,,,,,,,,,,,,,
254274,FFP72X,Elektriciteit,,,,,,,,,,,,,
254275,FFP72Z,Elektriciteit,,,,,,,,,,,,,
254276,FFP73B,Benzine,,2.6,57.0,,,,,,,,,,
254277,FFP73D,Elektriciteit,,,,,,,,,,,,,
254278,FFP73F,Benzine,,3.6,82.0,,,,,,,,,,
254279,FFP73G,Benzine,,,,,,,,,,,,,
254280,FFP73H,Benzine,,2.6,57.0,,,,,,,,,,
254281,FFP73J,Benzine,,,,,,,,,,,,,
254282,FFP73K,Benzine,,,,,,,,,,,,,
254283,FFP73L,Benzine,,,,,,,,,,,,,
254284,FFP73N,Elektriciteit,,,,,,,,,,,,,
254285,FFP73P,Benzine,,,,,,,,,,,,,
254286,FFP73R,Elektriciteit,,,,,,,,,,,,,
254287,FFP73T,Elektriciteit,,,,,,,,,,,,,
254288,FFP73V,Elektriciteit,,,,,,,,,,,,,
254289,FFP73X,Elektriciteit,,,,,,,,,,,,,
254290,FFP73Z,Elektriciteit,,,,,,,,,,,,,
254291,FFP74D,Benzine,,,,,,,,,,,,,
254292,FFP74F,Benzine,,2.6,57.0,,,,,,,,,,
254293,FFP74G,Benzine,,,,,,,,,,,,,
254294,FFP74H,Benzine,,2.6,57.0,,,,,,,,,,
254295,FFP74J,Benzine,,,,,,,,,,,,,
254297,FFP74L,Benzine,,,,,,,,,,,,,
254298,FFP74N,Benzine,,,,,,,,,,,,,
254299,FFP74P,Benzine,,,,,,,,,,,,,
254301,FFP74S,Benzine,,2.6,57.0,,,,,,,,,,
254302,FFP74T,Elektriciteit,,,,,,,,,,,,,
254303,FFP74V,Elektriciteit,,,,,,,,,,,,,
254304,FFP74X,Elektriciteit,,,,,,,,,,,,,
254305,FFP74Z,Elektriciteit,,,,,,,,,,,,,
254306,FFP75B,Benzine,,2.6,57.0,,,,,,,,,,
254307,FFP75D,Benzine,,,,,,,,,,,,,
254309,FFP75G,Benzine,,,,,,,,,,,,,
254310,FFP75H,Benzine,,2.6,57.0,,,,,,,,,,
254312,FFP75K,Benzine,,,,,,,,,,,,,
254314,FFP75N,Elektriciteit,,,,,,,,,,,,,
254315,FFP75P,Benzine,,,,,,,,,,,,,
254316,FFP75R,Elektriciteit,,,,,,,,,,,,,
254317,FFP75S,Benzine,,2.6,57.0,,,,,,,,,,
254318,FFP75T,Elektriciteit,,,,,,,,,,,,,
254319,FFP75V,Elektriciteit,,,,,,,,,,,,,
254320,FFP75X,Elektriciteit,,,,,,,,,,,,,
254321,FFP75Z,Elektriciteit,,,,,,,,,,,,,
254322,FFP76B,Benzine,,2.6,57.0,,,,,,,,,,
254323,FFP76D,Benzine,,,,,,,,,,,,,
254324,FFP76F,Benzine,,2.1,47.0,,,,,,,,,,
254325,FFP76G,Benzine,,,,,,,,,,,,,
254326,FFP76H,Benzine,,2.6,57.0,,,,,,,,,,
254327,FFP76J,Benzine,,,,,,,,,,,,,
254328,FFP76K,Benzine,,,,,,,,,,,,,
254329,FFP76L,Benzine,,,,,,,,,,,,,
254331,FFP76P,Benzine,,,,,,,,,,,,,
254332,FFP76R,Elektriciteit,,,,,,,,,,,,,
254333,FFP76S,Benzine,,2.6,57.0,,,,,,,,,,
254334,FFP76V,Elektriciteit,,,,,,,,,,,,,
254335,FFP76X,Elektriciteit,,,,,,,,,,,,,
254336,FFP76Z,Elektriciteit,,,,,,,,,,,,,
254337,FFP77B,Benzine,,2.6,57.0,,,,,,,,,,
254338,FFP77F,Benzine,,2.6,57.0,,,,,,,,,,
254339,FFP77G,Benzine,,,,,,,,,,,,,
254340,FFP77H,Benzine,,2.6,57.0,,,,,,,,,,
254341,FFP77J,Elektriciteit,,,,,,,,,,,,,
254342,FFP77K,Benzine,,,,,,,,,,,,,
254343,FFP77L,Benzine,,,,,,,,,,,,,
254344,FFP77N,Benzine,,,,,,,,,,,,,
254345,FFP77P,Benzine,,,,,,,,,,,,,
254346,FFP77R,Elektriciteit,,,,,,,,,,,,,
254347,FFP77S,Benzine,,2.6,57.0,,,,,,,,,,
254348,FFP77T,Elektriciteit,,,,,,,,,,,,,
254349,FFP77V,Elektriciteit,,,,,,,,,,,,,
254350,FFP77X,Elektriciteit,,,,,,,,,,,,,
254351,FFP77Z,Elektriciteit,,,,,,,,,,,,,
254352,FFP78B,Benzine,,2.6,57.0,,,,,,,,,,
254354,FFP78F,Benzine,,2.6,57.0,,,,,,,,,,
254355,FFP78G,Benzine,,,,,,,,,,,,,
254356,FFP78H,Benzine,,2.6,57.0,,,,,,,,,,
254358,FFP78K,Benzine,,,,,,,,,,,,,
254359,FFP78L,Benzine,,,,,,,,,,,,,
254360,FFP78N,Elektriciteit,,,,,,,,,,,,,
254361,FFP78P,Benzine,,,,,,,,,,,,,
254362,FFP78R,Elektriciteit,,,,,,,,,,,,,
254363,FFP78S,Benzine,,2.6,57.0,,,,,,,,,,
254364,FFP78T,Elektriciteit,,,,,,,,,,,,,
254365,FFP78V,Elektriciteit,,,,,,,,,,,,,
254366,FFP78X,Elektriciteit,,,,,,,,,,,,,
254367,FFP78Z,Elektriciteit,,,,,,,,,,,,,
254368,FFP79B,Benzine,,2.6,57.0,,,,,,,,,,
254369,FFP79D,Elektriciteit,,,,,,,,,,,,,
254370,FFP79F,Benzine,,2.6,57.0,,,,,,,,,,
254371,FFP79G,Benzine,,,,,,,,,,,,,
254372,FFP79H,Benzine,,3.6,82.0,,,,,,,,,,
254373,FFP79J,Elektriciteit,,,,,,,,,,,,,
254374,FFP79K,Elektriciteit,,,,,,,,,,,,,
254375,FFP79L,Benzine,,,,,,,,,,,,,
254376,FFP79P,Benzine,,,,,,,,,,,,,
254377,FFP79R,Elektriciteit,,,,,,,,,,,,,
254378,FFP79S,Benzine,,,,,,,,,,,,,
254379,FFP79T,Elektriciteit,,,,,,,,,,,,,
254380,FFP79V,Elektriciteit,,,,,,,,,,,,,
254381,FFP79X,Elektriciteit,,,,,,,,,,,,,
254382,FFP79Z,Elektriciteit,,,,,,,,,,,,,
254383,FFP80B,Benzine,,2.6,57.0,,,,,,,,,,
254384,FFP80D,Benzine,,,,,,,,,,,,,
254385,FFP80F,Benzine,,2.6,57.0,,,,,,,,,,
254386,FFP80G,Benzine,,,,,,,,,,,,,
254387,FFP80H,Elektriciteit,,,,,,,,,,,,,
254388,FFP80J,Benzine,,,,,,,,,,,,,
254389,FFP80K,Benzine,,,,,,,,,,,,,
254390,FFP80L,Elektriciteit,,,,,,,,,,,,,
254391,FFP80N,Benzine,,,,,,,,,,,,,
254392,FFP80P,Benzine,,,,,,,,,,,,,
254393,FFP80R,Benzine,,,,,,,,,,,,,
254394,FFP80S,Elektriciteit,,,,,,,,,,,,,
254395,FFP80T,Elektriciteit,,,,,,,,,,,,,
254396,FFP80V,Elektriciteit,,,,,,,,,,,,,
254397,FFP80X,Elektriciteit,,,,,,,,,,,,,
254398,FFP80Z,Elektriciteit,,,,,,,,,,,,,
254399,FFP81B,Elektriciteit,,,,,,,,,,,,,
254401,FFP81F,Benzine,,3.6,82.0,,,,,,,,,,
254402,FFP81G,Elektriciteit,,,,,,,,,,,,,
254403,FFP81H,Elektriciteit,,,,,,,,,,,,,
254404,FFP81J,Benzine,,,,,,,,,,,,,
254405,FFP81K,Benzine,,,,,,,,,,,,,
254406,FFP81L,Benzine,,,,,,,,,,,,,
254407,FFP81N,Elektriciteit,,,,,,,,,,,,,
254408,FFP81P,Benzine,,,,,,,,,,,,,
254409,FFP81R,Elektriciteit,,,,,,,,,,,,,
254410,FFP81S,Benzine,,,,,,,,,,,,,
254411,FFP81T,Elektriciteit,,,,,,,,,,,,,
254412,FFP81V,Elektriciteit,,,,,,,,,,,,,
254413,FFP81X,Elektriciteit,,,,,,,,,,,,,
